document_id,summary
2024/0027(COD),"Granting equivalence with EU requirements to Moldova and Ukraine as regards field inspections and production of seed 2024/0027(COD) 05/02/2024 PURPOSE: to grant equivalence with EU requirements for fodder plant seed produced in the Republic of Moldova and officially certified by its authorities, and for beet, sunflower and rape seed produced in Ukraine and officially certified by its authorities. PROPOSED ACT: Regulation of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: Council Decision 2003/17/EC grants equivalence to certain non-EU countries as regards field inspections and production of seed of certain species that are carried out in accordance with Council Directives 66/401/EEC, 66/402/EEC, 2002/54/EC, 2002/55/EC and 2002/57/EC. Moldova is included in those non-EU countries since 2018 as regards cereal seed, vegetable seed and seed of oil and fibre plants. In 2022, it submitted a request to the Commission that fodder plant seed is covered by the equivalence set out in Council Decision 2003/17/EC. Ukraine is included in those non-EU countries since 2020 as regards cereal seed. In 2022 Ukraine submitted a request to the Commission that seed of beet, sunflower and swede rape is covered by the equivalence set out in Council Decision 2003/17/EC. In 2023, Ukraine submitted an additional request for seed of soya bean. Following those requests, the Commission examined the applicable legislations of Moldova and of Ukraine. It concluded that the requirements and systems in place in those countries are equivalent to the ones of the Union and offer the same assurance as the Union's system. CONTENT: the proposalgrants equivalence to applicable Union law: (a) as regards field inspections carried out in respect of fodder plant seed-producing crops in Moldova, and as regards fodder plant seed produced in Moldova and officially certified by its authorities; and (b) as regards field inspections carried out in respect of seed-producing crops of beet, sunflower, swede rape and soya bean in Ukraine, and as regards seed of beet, sunflower, swede rape and soya bean produced in Ukraine and officially certified by its authorities. The proposal will stimulate seed trade between Moldova and the EU and between Ukraine and the EU. It will allow companies that are entitled to multiply varieties included in the EU common catalogue of varieties to invest in seed production capacities in those countries."
2023/0448(COD),"Protection of animals during transport and related operations 2023/0448(COD) 07/12/2023 PURPOSE: to ensure a harmonised approach with regard to the protection of animals during transport. PROPOSED ACT: Regulation of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: Council Regulation (EC) No 1/2005 on the protection of animals during transport established common minimum rules for the protection of animals during transport. Since its adoption, science and technology have evolved. There is a better understanding of space allowance requirements and of the needs of animals during transport, in particular those of unweaned and aquatic animals. There have also been significant developments in the availability of digital solutions for the administrative steps involved in the transport of animals. With increasing citizens' awareness and concerns about animal welfare and the trend towards more sustainable production methods, many Member States are revising or adopting national rules going beyond the Union minimum requirements. As part of theFarm to Fork strategy, the Commission has announced its intention to review EU legislation on animal welfare, including the welfare of animals during transport. CONTENT: this draft Regulation lays down rules for the protection of animals during transport in connection with an economic activity. It focuses on the following essential elements for better welfare of animals in transport: Limited journey times and more rest breaks Animals meant for slaughter have a maximum journey time of 9 hours, while currently there is no limit in the duration of the journey to a slaughterhouse (only a requirement to rest for 24 hours in a control post after 24 to 29 hours of journey, depending on the species). For other animals, the maximum journey time is 21 hours, which must include at least 1 hour rest after 10 hours. After this journey, the animals must be given 24 hours of rest outside the vehicle before the continuation of the journey. During rest, the animals must be fed and given water. After the 24h rest period, animals can be transported for one more stage of 21h (including a 1h rest after 10 hours), after which they must reach the final destination. Furthermore,journey logsare important tools to allow all actors involved in the transport of animals, and competent authorities, to be aware of the planned route and timing of the journey, and to check if the planned route is followed in practice, therefore facilitating enforcement. Specific elements of the journey log should be designed to ensure better enforcement of animal welfare standards, in particular by increasing the traceability and transparency of transport operations. Competent authorities in the Member States should approve journey logs for long journeys both within the Union and to third countries, as well as short journeys to third countries. The use of journey logs should be fully digitalised by making use of and expanding the possibilities provided by TRACES. Increased space allowances The proposal significantly improves space allowances compared to the existing legislation. The proposal identifies the minimum space that each animal must have, according to weight and species. These minimal standards follow the EFSA recommendations and are important to allow animals to safely adjust their position and rest during the journey. Enhanced conditions for exports to non-EU countries The proposal includes a series of new requirements to ensure that EU's updated rules to protect animals during transport will be effectively applied also for export, until destination in the non-EU country. This includes stricter rules for the transport of animals by sea (higher maritime safety standards for the vessels and animal welfare trained staff on board) as well as a new independent audit and certification system for export of animals both by road and by sea. Temperature limits during transport The proposal protects animals from extreme temperatures (both hot and cold). If temperatures are expected to be between 25Â°C and 30Â°C, journeys must be limited to a maximum9 hours. When day temperatures are above 30Â°C, transport of animals will only be permitted at night. When the night temperature forecast is above 30Â°C, animals will be given more space to prevent heat stress. At the same time, when the temperature is expected to be below 0Â°C, road vehicles have to be covered and the animals must be protected from exposure to windchill. Below -5Â°C, in addition to the above measures, the journey time shall not exceed 9 hours. Special provisions are included for vulnerable animals, such as pregnant animals, hens at the end of the production cycle and unweaned calves. Digitalisation The proposal aims to facilitate enforcement of EU rules on the protection of animals trough digitalisation. It introduces a digital application at EU level to reduce administrative costs and facilitate data exchange between Member States. Budgetary implications This proposal has the following budgetary implications for the EU budget over the period 2022-2027 of the EU Multiannual Financial Framework (MFF): human resources for the implementation of the proposal, the studies, audits, tertiary legislation and international activities: 6.5 full-time equivalents per year as from 2026. Under heading 1 ""Contributing to a high level of health and welfare for humans, animals and plants"" of the multiannual financial framework: EUR 2.4 million for the period 2024- 2027."
2023/0447(COD),"Welfare of dogs and cats and their traceability 2023/0447(COD) 07/12/2023 PURPOSE: establish minimum harmonised rules that ensure the proper functioning of the internal market while ensuring a high level of welfare of dogs and cats and their traceability. PROPOSED ACT: Regulation of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: around 44% of households in the EU have a pet animal. Trade in dogs and cats has grown considerably in recent years, with an annual value of EUR 1.3 billion. However, animal welfare standards for professional breeding, keeping and selling dogs and cats very much diverge between Member States. There is also extensive evidence of sub-standard practices and abuse. In addition, the illegal trade in dogs and cats has soared, accelerated by a growing online market which now accounts for 60% of all dog and cat sales in the EU. Currently, there is no EU legislation on the welfare of dogs and cats while the situation within Member States is extremely variable and uneven, both in terms of welfare standards or traceability. In absence of common framework, individual action of Member States has limited effect and cannot address key issues while dogs and cats are traded freely in the EU. In addition, in absence of common rules on traceability, illegal trade from third countries is facilitated. CONTENT: the objective of this proposal is toregulate the trade in dogs and cats in the internal market, including imports from third countries, to ensure the rational development of the sector and avoid barriers to trade andcombat illegal tradein cats and dogs while ensuring a high level of protection of animal welfare. It lays down minimum animal welfare requirements for the breeding, keeping and placing on the Union market of dogs and cats. More specifically, the proposal: - covers the breeding and keeping of dogs and cats in establishments (including pet shops and animal shelters) and their placing on the market or their offer for adoption at no cost. It does not apply to small establishments; - covers thetraceabilityof dogs and cats placed on the market or supplied in the Union. It excludes dogs and cats kept for scientific purposes; - introduces the principles of animal welfare based on the concept of the ""five domains"", i.e. the needs of animals in terms of nutrition, environment, health, behaviour and mental state; - establishes an obligation for operators tonotify their activitiesto the competent authorities as well as to inform customers on responsible ownership. - sets out requirements for the competence of animal caretakers and requires establishments to have veterinary visits; - defines technical requirements on feeding and watering, housing, health, behavioural needs and painful practices, for breeding establishments, pet shops and shelters (however a number of provisions are not required for shelters). In addition, it requires breeding establishments to be approved by the competent authorities. Provisions on housing, health and the approval of breeding establishment have a deferred application of 5 years; - obliges establishments keeping dogs and cats and suppliers of dogs and cats in the Union to identify the concerned animals bymicrochipand to register them in a database; - requires suppliers of dogs or cats to provideevidence of identification and registration. In addition,online platformswhere dogs or cats are offered for supply are required to enable suppliers to provideproof of the identification and the registrationof dogs or cats offered on those platforms. It requires the Commission to ensure the development of a system publicly available free of charge verifying the authenticity of the identification and registration of a dog or cat; - requires competent authorities to offertrainingfor animal caretakers on animal welfare and to approve training programmes on animal welfare; - requires Member States to establish adatabasefor dogs and cats identified by microchip; - contains rules onstricter national measures. Member States are allowed to maintain such rules that apply when the Regulation enters into force. Furthermore, Member States are allowed to adopt new legislation which establishes stricter national provisions as regards housing conditions, enrichment, mutilations and breeding strategies, provided that they are consistent with the Union's respective rules and that they do not restrict the free movement and placing on the market of products not complying with the stricter national requirements; - requires the Commission to publish a monitoring report every 5 years on the welfare of dogs and cats placed on the market. Member States may put in place effective, proportionate and dissuasive penalties, and to notify these to the Commission. Budgetary implications The proposal will require additional human resources for managing the implementation of the legislation and the development of interoperable databases for the identification and registration of dogs and cats. In parallel, an operational budget of EUR 1.5 million is estimated to be needed for the development and initial operation of the system of verification of the authenticity of this identification and registration for offerings via online Platforms and ensuring the interoperability of national databases and then, EUR 300 000 per year for its maintenance and operation."
2023/0413(COD),"Monitoring framework for resilient European forests 2023/0413(COD) 22/11/2023 PURPOSE: to set up an EU forest monitoring framework for the collection of forest data. PROPOSED ACT: Regulation of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: EU forests and other wooded land are increasingly stressed by climate change and unsustainable direct or indirect human use and activity, and related land use changes. Hazards like wildfires, pest outbreaks, droughts, and heatwaves, often reinforcing each other, are likely to lead to more frequent and intense catastrophic events, often beyond national borders. These pressures undermine forest resilience and pose a threat to the capacity of forests to fulfil their various environmental, social and economic functions. Some hazards, for example wildfires, also pose a direct threat to human health and safety. Current monitoring tools are not fully fit for purpose. Services such as the Copernicus-driven European Forest Fire Information System (EFFIS) and the Forest High Resolution Layer of the Copernicus Land Monitoring Service have brought about some degree of standardised remote sensing-based monitoring and data in the EU. Overall, information about the status of forests in the EU, their ecological, social and economic value, the pressures they face and ecosystem services they provide, is fragmented and patchy, largely heterogeneous and inconsistent, with data gaps and overlaps, and data is provided with significant delay and often only on a voluntary basis. Although there are existing reporting processes, the EU lacks a common system for the consistent collection and sharing of accurate and comparable forest data. CONTENT: the Commission proposes this draft Regulation which aims to put in place acomprehensive, high-quality monitoring systemthat ensuresstandardised or harmonised dataand covers all forests and other wooded land. It will build on existing data sets, good practices of Member States and the technological advancement of remote sensing as well the EU capacity to provide these services. Specifically, the forest monitoring initiative will create: A forest monitoring frameworkwhich includes rules to: - ensure timeliness, accuracy, consistency, transparency, comparability and completeness of forest data within the Union and their public accessibility; - support the voluntary development of integrated long-term plans at the level of the Member States through an evidence-based, inclusive, cross-sectoral and adaptive approach; - set up a strengthened governance between the Commission and the Member States. A forest monitoring system The Commission will set up, in cooperation with the Member States, and operate a forest monitoring system comprising the following elements: - ageographically explicit identification systemfor themapping and localisationof forest units; - aforest data collection frameworkcombining: (i) standardised data, for which the Commission will take the lead role and provide a cost-effective service primarily from Earth observation (Copernicus); (ii) harmonised data, largely from National Forest Inventories, that is comparable across Europe; - aforest data sharing framework. The forest monitoring system will consist of electronic databases and geographic information systems and will enable the exchange and integration of forest data with other electronic databases and geographic information systems. The monitoring system will ensure the regular and systematic collection of: - forest data on the basis of aerial or space-borne ortho-imagery, by Copernicus Sentinel satellites or other equivalent systems; -in situdata through a network of monitoring sites."
2023/0410(COD),"Standing Forest and Forestry Expert Group 2023/0410(COD) 22/11/2023 PURPOSE: to amend Council Decision 89/367/EEC setting up a Standing Forestry Committee. PROPOSED ACT: Decision of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: Council Decision 89/367/EEC set up a Standing Forestry Committee in order to ensure closer and more constant cooperation in the forestry sector between the Member States and the Commission, and thereby support forestry measures initiated under the European Economic Community's agricultural structure and rural development policy. The Standing Forestry Committee is composed of representatives of the Member States and is chaired by a representative of the Commission. In the New EU Forest Strategy for 2030, the Commission took the view that 'the wider contribution of forests to the European Green Deal objectives, as presented in the Strategy, including for climate, biodiversity and sustainable bioeconomy, necessitates a more inclusive and better coordinated EU forest governance structure. Reinforced coordination of different policies should be ensured and a multidisciplinary exchange should be facilitated, with the involvement of a wide variety of experts and stakeholders. As part of this new governance structure, the Commission proposes to amend Council Decision 89/367/EEC through a decision of the European Parliament and of the Council. CONTENT: the Commission proposes to amend Council Decision 89/367/EEC to rename the Standing Forestry Committee, and to extend its tasks. In order to ensure a reinforced cooperation and multidisciplinary exchange between the Commission and the Member States on forests and the forestry sector in relation to all forest relevant Union policy areas, it is proposed to set up aStanding Forest and Forestry Expert Group. In particular, the expert group's tasks will be: - to assist the Commission in the preparation of legislative proposals, guidelines or other Union policy initiatives relevant to forests and forestry, including in the implementation of the New EU Forest Strategy for 2030 and subsequent Union Forest Strategies; - to provide the Commission with advice and expertise, either on the initiative of the Commission or at the request of a Member State, with a view to supporting the wider contribution of forests and forestry to key Union objectives and initiatives, such as the European Green Deal, and to promoting coherence and synergies between Union policies relevant to forests and forestry; - to promote cooperation between the Commission and the Member States on forests and forestry, including in support of measures and interventions under the common agricultural policy; - to foster the exchange of knowledge, experience and good practices in the field of forests and forestry. The proposed decision would alsoclarify its membershipto ensure that the Member States' authorities that are competent for the different policy objectives of the New EU Forest Strategy for 2030, including climate, forest health, environment, forestry, rural development and bioeconomy, and any subsequent Union Forest Strategies, are part of this group."
2023/0378(COD),"Protective measures against pests of plants: multiannual survey programmes, notifications concerning the presence of regulated non-quarantine pests, temporary derogations from import prohibitions and special import requirements and establishment of procedures for granting them, temporary import requirements for high risk plants, plant products and other objects, establishment of procedures for the listing of high risk plants, content of phytosanitary certificates, use of plant passports and certain reporting requirements for demarcated areas and surveys of pest 2023/0378(COD) 17/10/2023 PURPOSE: to introduce changes concerning the implementation of the provisions which constitute the Union's phytosanitary policy. PROPOSED ACT: Regulation of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: Regulation (EU) 2016/2031 of the European Parliament of the Council is currently the basic legal framework for the Union plant health policy. It sets out rules on protective measures against pests of plants. Those rules include the classification and listing of regulated pests, requirements concerning the introduction into, and movement within, the Union territory of certain plants, plant products and other objects, surveys, notifications of outbreaks, measures to eradicate pests if found present in the Union territory and certification. Pursuant to that Regulation, the Commission presented, on 10 December 2021, reports on the application and effectiveness of the measures relating to imports, as well as on the experience gained by operators from the extension of the plant passport to all plants intended for planting. The discussions held on these reports made it possible to conclude thatcertain improvements to the system are necessaryin order to strengthen the effectiveness and practical implementation of phytosanitary rules but also of the rules relating to official controls. Those improvements refer to the need for (i) declarations on the phytosanitary certificate for regulated non-quarantine pests (RNQPs), (ii) reporting the non-compliances with the RNQP rules in the electronic notification system (Information Management System for Official Controls  IMSOC), (iii) procedural rules for the submission and examination of non-EU countries' requests for temporary derogations from import prohibitions, (iv) procedures for identifying and listing of high-risk plants and (v) rationalising the obligation to attach a plant passport to certain plants. Further improvements were identified through elements deriving from the experience gained by the Commission during the first 5 years of the application of the Regulation, with regard to (i) measures against pests qualifying as quarantine pests but not yet fully assessed, (ii) the need for autonomous acts for adopting temporary derogations from import prohibitions, and special import requirements, (iii) the need for setting temporary import requirements for the introduction into the Union of plants, plant products or other objects which have been removed from the list of high risk plants but for which the phytosanitary risk has not been fully assessed, (iv) setting out requirements for third countries' equivalence, and (v) the alternative official attestations. Lastly, certain reporting elements were identified as falling under the scope of the Commission's commitment to rationalise the reporting obligations of Member States and professional operators. CONTENT: the proposal introduces amendments to Regulation (EU) 2016/2031 concerning the implementation of the provisions which constitute the Union's phytosanitary policy. These modifications concern the following aspects: - clarification concerning the measures against pests which are provisionally qualifying as quarantine pests but have not been fully assessed yet; - amendment of the requirements regarding the declarations on the phytosanitary certificate for regulated non-quarantine pests (RNQPs); - the reporting of non-compliances with the RNQP rules in the electronic notification system (Information Management System for Official Controls  IMSOC); - the introduction of an empowerment for a Commission act to adopt with autonomous acts, temporary derogations from import prohibitions and special import requirements and temporary special import requirements for commodities that have been removed from the list of high-risk plants, plant products and other objects but for which the pest risk has not been fully assessed; - the introduction of an empowerment for a Commission act to adopt procedural rules for the submission and examination of third countries' requests for temporary derogations from import prohibitions or from import requirements; - the introduction of an empowerment for a Delegated act to adopt procedures for identifying and listing of high-risk plants; - the clarification of the legal basis for setting out requirements for third countries' equivalence, to refer not only to internal movement requirements but also to existing import requirements, in line with the relevant International Standard; - the introduction of an empowerment for a Commission act, to rationalise the obligation to attach a plant passport to certain plants; - the alignment of the possibility to accept alternative official attestations issued by third countries with the international state of play; - therationalisation of reporting obligations, for example: (i) the removal of annual reporting of the number and locations of the demarcated areas established, the pests concerned, and the respective measures taken during the preceding calendar year; (ii) rationalisation of reporting by decreasing its frequency and prolonging the duration of the multiannual survey programmes to 10 years; (iii) the establishment of an electronic system for the submission of reports."
2023/0369(COD),"Amending certain Directives concerning food and food ingredients, outdoor noise, patientsâ€™ rights and radio equipment as regards certain reporting requirements 2023/0369(COD) 17/10/2023 PURPOSE: to amend Directives 1999/2/EC, 2000/14/EC, 2011/24/EU and 2014/53/EU as regards certain reporting requirements in the fields of food and food ingredients, outdoor noise, patients' rights, and radio equipment. PROPOSED ACT: Directive of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: reporting requirements play a key role in ensuring proper monitoring and correct enforcement of legislation. Reporting requirements can however also impose disproportionate burdens on stakeholders, particularly affecting SMEs and micro-companies, also given organisational and technological developments that call for original reporting requirements to be adjusted. Their cumulation over time can result in redundant, duplicating or obsolete obligations, inefficient frequency and timing, or inadequate methods of collection. Streamlining reporting obligations and reducing the administrative burden are therefore a priority. Directive 1999/2/ECof the European Parliament and of the Council,Directive 2000/14/ECof the European Parliament and of the Council,Directive 2011/24/EUof the European Parliament and of the Council andDirective 2014/53/EUof European Parliament and of the Council provide for a certain number of reporting requirements in the field as of food and food ingredients, outdoor noise, patients' rights, and radio equipment. All the above-mentioned pieces of legislation affected by this proposal contain provisions of a similar type, which impose obligations that have become unnecessary with time. Amending the mentioned Directives in the proposed manner will result in the rationalisation of reporting obligations in all of the affected legal frameworks. In line with the Commission's Communication on 'Long-term competitiveness of the EU: looking beyond 2030', this proposal is part of a first package of measures to rationalise reporting requirements. This is a step in a process looking comprehensively at existing reporting requirements, with a view to assess their continued relevance and to make them more efficient. CONTENT: the proposal concerns limited and targeted changes of legislation in view ofrationalising reporting requirements. This proposal aims to simplify initiatives included in headline ambition 'An Economy that works for the people', A 'European Green deal' and 'Promoting our European way of life' in the policy area of the Internal Market, Food safety and Health and impacting respectively the outdoor equipment and the radio equipment industry/sectors as well as sectors related to food treated with ionising radiation and on cross-border healthcare. The proposal aims to rationalise reporting obligations by a combination of measures: - for Directive 1999/2/EC on foods and food ingredients treated with ionising radiation, and for Directive 2000/14/EC on the noise emission of outdoor equipment, this proposal aims to remove reporting obligations that are not necessary; - for Directive 2014/53/EU on radio equipment, this proposal aims to reduce the frequency of the reporting obligation of Member States. The Directive provides that Member States shall submit to the Commission, every two years, a report on the application of the Directive which is to contain a presentation of the market surveillance activities performed by the Member States and whether requirements of that Directive have been attained. The current frequency of that obligation does not match the reporting obligation from the Commission to the European Parliament and to the Council which takes place every five years; - for Directive 2011/24/EU on the application of patients' rights in cross-border healthcare, this proposal aims to reduce the frequency of the reporting obligation. The evaluation of the functioning and operations of all European Reference Networks is a key part of the content of the reports on the operation of Directive 2011/24/EU. Consequently, the current frequency of reporting is disproportionate and does not have added value in the absence of a parallel evaluation of the European Reference Networks. It is proposed to provide for the reporting on the operation of Directive 2011/24/EU to be carried out every 5 years."
2023/0228(COD),"Production and marketing of forest reproductive material 2023/0228(COD) 05/07/2023 PURPOSE: to ensure a harmonised approach with regard to the production and marketing of forest reproductive material (FRM). PROPOSED ACT: Regulation of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: forests cover some 45% of the land area in the Union and fulfil a multifunctional role that comprises social, economic, environmental, ecological and cultural functions. Forests have a key function as a carbon sink in the climate mitigation policy. High-quality, climate-adapted and diverse FRM is essential to cover these needs. Council Directive 1999/105/EC sets out rules on the production and marketing of forest reproductive material (FRM Directive). That Directive regulates forest reproductive material which is important for forestry purposes. FRM refers to seeds, parts of plants and plants and is used for the creation of new forests ('afforestation'), the replanting of areas with trees ('reforestation') and other types of tree planting for different purposes: (i) wood and biomaterials production, (ii) biodiversity conservation, (iii) restoration of forest ecosystems, (iv) climate adaptation, (v) climate mitigation and (vi) conservation and sustainable use of forest genetic resources. In the years since its adoption, several important developments have taken place, such as the adoption of the European Green Deal, the new EU Strategy on Adaptation to Climate Change, the New EU Forest Strategy for 2030 and the EU Biodiversity Strategy for 2030; and the update of the Rules and Regulations of the Organisation for Economic Co-operation and Development (OECD) Scheme for the Certification of Forest Reproductive Material Moving in International Trade ('OECD Forest Seed and Plant Scheme'). In the light of those developments, the new policy priorities of the EU in relation to sustainability, climate change adaptation and biodiversity, as well as the experience gained during the implementation of Directive 1999/105/EC, it is appropriate torevise this part of the EU legislation on the production and marketing of forest reproductive material. CONTENT: the proposed Regulation lays down rules on the production and marketing of forest reproductive material (FRM) and, in particular, requirements relating to the approval of basic material intended for the production of FRM, the origin and traceability of such basic material, categories of FRM, requirements relating to the identity and quality of FRM, certification, labelling, packaging, imports, professional operators, registration of basic material and national contingency plans. The proposed regulation replaces Directive 1999/105/EC, clarifying its scope and updating its provisions. The proposed regulation revises the legislation applicable to the production and marketing of forest reproductive material (FRM) by replacing a marketing directive with a regulation. It is based on two pillars: (i) the harvesting of forest reproductive material from registered parent trees (i.e. basic material) to ensure traceability and (ii) the certification of FRM to guarantee the high quality of the seed. Scope The proposed Regulation applies to FRM of species and artificial hybrids, which is used in afforestation, reforestation and other types of tree planting for the purposes of wood and biomaterials production, biodiversity conservation, restoration of forest ecosystems, climate adaptation, climate mitigation, and conservation and sustainable use of forest genetic resources. Itsgeneral objectivesaim to: (i) ensure alevel playing fieldfor operators across the EU; (ii) supportinnovation and competitivenessof the EU FRM industry; (iii) contribute to addressingsustainability, biodiversity and climate-related challenges. It has the followingspecific objectives: - to increase clarity and coherence of the legal framework through simplified, clarified and harmonised basic rules on fundamental principles presented in a modern legal form; - to enable the uptake of new scientific and technical developments (in particular, innovative production processes, bio-molecular techniques and digital solutions); - to ensure availability of FRM suitable for future challenges; - to support the conservation and sustainable use of forest genetic resources. - to harmonise the framework for official controls on FRM; - to improve coherence of FRM legislation with the Plant health legislation. Basic material and categories Only basic material approved by the competent authorities may be used to produce and market FRM. For the same reason, only FRM derived from such basic material may be placed on the market. The competent authorities will assess thesustainability characteristicsof basic material during the procedure for approving that basic material. The characteristics concern the adaptation of the basic material to the local climatic and ecological conditions and the freedom of trees from pests and their symptoms. The procedure for approving basic material will include the use of bio-molecular techniques as a complementary method, and innovative clonal FRM production techniques. After FRM is harvested,a master certificatewill be issued by the competent authorities for all FRM derived from approved basic material. The master certificate may also be issued in electronic form. Registers of FRM and contingency plans Each Member State will establish, publish and keep updated, in electronic format, (i) anational registerof the basic material for the various species and artificial hybrids approved on its territory, and (ii) anational list, which should be presented as a summary of the national register. In addition, each Member State must draw up and keep up to date acontingency planto ensure a sufficient supply of FRM to reforest areas affected by extreme weather events, wildfires, disease and pest outbreaks, or other disasters."
2023/0227(COD),"Production and marketing of plant reproductive material in the Union 2023/0227(COD) 05/07/2023 PURPOSE: to replace 10 plant reproductive material (PRM) marketing Directives with a single Regulation. PROPOSED ACT: Regulation of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: plant reproductive material (PRM) is plant material (for example seeds, cuttings, trees, roots, tubers, etc.) used for the reproduction of other plants. They are subject to strict EU rules on quality and health. However, rules on PRM already exist since 1966 and need to be revised to keep pace with developments in science, innovation, technology, and digitalisation whilst ensuring at the same time high quality, healthier and improved plants and trees. The updated rules will guarantee stable yields by future-proofing new plant varieties by testing them for characteristics that can contribute to a more sustainable agri-food production. Seeds will be better adapted to the pressures of climate change, they will be more resistant to pests and thus contribute to reduced use of pesticides, and they will be more drought tolerant. The revision will ensure food security and help preserve the genetic diversity of cultivated crops. CONTENT: the Commission proposal revises the legislation which applies to production and marketing of plant reproductive material by replacing 10 marketing Directives with a single Regulation. The draft regulation lays down rules for the production and marketing in the Union of plant reproductive material, and in particular requirements for the production of PRM in the field and other sites, categories of material, identity and quality requirements, certification, labelling, packaging, imports, professional operators and the registration of varieties. Rules are laid down concerning the conditions of cultivation of certain varieties that could have undesirable agronomic effects, including the cultivation for purposes beyond the production and marketing of PRM, for the production of food, feed and other products. The proposal applies to a list of species of agricultural crops, vegetables, fruit plants and vine, with particular economic and social importance, such as food security, for the Union. However, it will not cover reproductive material for ornamental plants. It also excludes PRM exported to third countries. The proposed regulation retains the two main pillars of the PRM marketing Directives, namely theregistration of varieties and the certification of individual PRM lots. Moreover, the proposal aims to: - harmonise implementation, increase efficiency,reduce administrative burdenand support innovation. In particular, it takes account of the need to ensure that production of PRM can adapt to evolving agricultural, horticultural and environmental conditions, face the challenges of climate change, to foster the protection of agro-biodiversity, and to meet increasing farmer and consumer expectations related to the quality and sustainability of PRM; - facilitate thetechnical progressin PRM production and plant breeding, in accordance with the rapid evolution of European and global standards. It creates a framework for the introduction of digital technologies, and for the adoption of novel technologies, such as the use of bio-molecular techniques for the identification of varieties. General objective The general objective of this initiative is to ensure, for all types of users, PRM of high quality and diversity of choice, adapted to current and future projected climatic conditions that will in turn contribute to food security, protection of biodiversity and restoration of forest ecosystems. More specifically, it aims to: - increase clarity and coherence of the legal framework through simplified, clarified and harmonised basic rules on fundamental principles presented in a modern legal form; - enable the uptake of new scientific and technical developments; - ensure availability of PRM suitable for future challenges; - support the conservation and sustainable use of plant and forest genetic resources. - harmonise the framework for official controls on PRM; - improve coherence of PRM legislation with the plant health legislation. - provide more choice for amateur gardeners by lighter rules on market access."
