document_id,title,rapporteurs,shadow_rapporteurs,summary_link
2021/0387(COD),Measures against transport operators that facilitate or engage in trafficking in persons or smuggling of migrants in relation to illegal entry into the territory of the European Union,"TOBÉ Tomas (EPP), GONÇALVES Sérgio (S&D)","FALCĂ Gheorghe (EPP), INCIR Evin (S&D), VARAUT Alexandre (PfE), BAY Nicolas (ECR), ZŁOTOWSKI Kosma (ECR), OETJEN Jan-Christoph (Renew), TEGETHOFF Kai (Greens/EFA), ORLANDO Leoluca (Greens/EFA), KYLLÖNEN Merja (The Left), BARRENA ARZA Pernando (The Left), DROESE Siegbert Frank (ESN)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1683540
2021/0275(COD),Transport of dangerous goods by road: uniform procedures for checks. Codification,DZHAMBAZKI Angel (ECR),,https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1672154
2021/0223(COD),Deployment of alternative fuels infrastructure,VITANOV Petar (S&D),"GIESEKE Jens (EPP), NAGTEGAAL Caroline (Renew), DEPARNAY-GRUNENBERG Anna (Greens/EFA), FIDANZA Carlo (ECR), HAIDER Roman (ID), KOUNTOURA Elena (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1670400
2021/0210(COD),Sustainable maritime fuels (FuelEU Maritime Initiative),WARBORN Jörgen (EPP),"TAX Vera (S&D), KATAINEN Elsi (Renew), PAULUS Jutta (Greens/EFA), VAN OVERTVELDT Johan (ECR), PIMENTA LOPES João (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1670414
2021/0205(COD),Sustainable aviation fuels (ReFuelEU Aviation Initiative),BAUZÁ DÍAZ José Ramón (Renew),"MONTEIRO DE AGUIAR Cláudia (EPP), BERGKVIST Erik (S&D), CUFFE Ciarán (Greens/EFA), ZŁOTOWSKI Kosma (ECR), DALY Clare (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1670408
2021/0197(COD),CO2 emission standards for cars and vans,HUITEMA Jan (Renew),"GIESEKE Jens (EPP), CERDAS Sara (S&D), EICKHOUT Bas (Greens/EFA), FIOCCHI Pietro (ECR), LIMMER Sylvia (ID), KONEČNÁ Kateřina (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1670181
2021/0211A(COD),Revision of the EU Emissions Trading System,LIESE Peter (EPP),"CHAHIM Mohammed (S&D), WIESNER Emma (Renew), BLOSS Michael (Greens/EFA), VONDRA Alexandr (ECR), LANCINI Danilo Oscar (ID), MODIG Silvia (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1670127
2021/0207(COD),Revision of the EU Emissions Trading System for aviation,GLAVAK Sunčana (EPP),"BRGLEZ Milan (S&D), GAMON Claudia (Renew), EICKHOUT Bas (Greens/EFA), ZALEWSKA Anna (ECR), MODIG Silvia (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1670136
2021/0206(COD),Social Climate Fund,"CASA David (EPP), DE LANGE Esther (EPP)","VITANOV Petar (S&D), DOBREV Klára (S&D), KNOTEK Ondřej (Renew), VEDRENNE Marie-Pierre (Renew), LANGENSIEPEN Katrin (Greens/EFA), MATTHIEU Sara (Greens/EFA), SLABAKOV Andrey (ECR), SZYDŁO Beata (ECR), MÉLIN Joëlle (ID), BILDE Dominique (ID), CHAIBI Leila (The Left), KOKKALIS Petros (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1670227
2021/0204(COD),Notification under the Carbon Offsetting and Reduction Scheme for International Aviation (CORSIA),GLAVAK Sunčana (EPP),"BRGLEZ Milan (S&D), GAMON Claudia (Renew), EICKHOUT Bas (Greens/EFA), ZALEWSKA Anna (ECR), MODIG Silvia (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1670209
