node,display_name,country,citations,first_publication,community
A5088564608,Diana MacLean,US,394,2011,6
A5091765070,Manolis Savva,CA,2375,2012,12
A5051143813,Rana el Kaliouby,US,1039,2006,52
A5075508013,Philip R. Cohen,US,48,2001,6
A5075713144,Steve Whittaker,US,2883,1994,6
A5081602781,Adam Cheyer,US,35,2016,6
A5034057987,Antonio Lima,BR,908,2013,24
A5061606325,Ângelo Cardoso,GB,34,2019,3
A5064749355,Marissa Radensky,US,29,2022,6
A5003274400,Eugenia Polizzi di Sorrentino,IT,31,2018,10
A5012734631,Piergiorgio Castioni,IT,16,2022,10
A5004970789,Anna Jafarpour,US,16,2022,8
A5033846851,Hamid Palangi,US,744,2014,8
A5035343276,Tejas Gokhale,US,48,2021,6
A5045147286,Vibhav Vineet,GB,16,2022,6
A5083735830,Chitta Baral,US,867,1991,6
A5102031937,Yezhou Yang,US,16,2022,6
A5026022014,Paul Chippendale,IT,90,2007,3
A5032052125,Piergiorgio Svaizer,IT,72,2007,3
A5042522883,Howard T. Welser,US,1251,2005,6
A5042931992,Scott Titsworth,US,38,2011,2
A5033010304,Alberto Pepe,DE,1329,2008,14
A5072659160,Marco Guerini,IT,519,2007,3
A5106500038,Aamena Alshamsi,AE,70,2014,23
A5061025828,Yu Zhou,CN,1937,2007,87
A5020836845,Yuval Peres,Unknown,630,1995,12
A5047720470,Eyal Lubetzky,FR,258,2009,12
A5082061504,Yossi Azar,IL,1337,1992,12
A5024538989,Easton R. White,US,131,2019,18
A5002603522,Jonathan Borchardt,US,64,2020,6
A5074777044,Kishore Vasan,US,169,2020,6
A5034305203,Aida Amini,US,126,2019,8
A5037862554,David Wadden,US,97,2019,8
A5041381652,Sravanthi Parasa,US,21,2021,8
A5082305994,Hannaneh Hajishirzi,US,1748,2016,8
A5000376962,Brian J. McGill,US,14,2022,28
A5004866624,Matthew P. Dube,US,14,2022,28
A5019243359,Timothy M. Waring,US,715,2005,11
A5026014882,Laura Kati Corlew,US,14,2022,28
A5034522859,Stephanie Miller,US,14,2022,28
A5085232359,Nicholas J. Gotelli,US,226,2011,28
A5029167482,Stefano Morelli,BA,126,2015,135
A5032653873,Veronica Pazzi,IT,126,2015,135
A5077451150,Olga Nardini,IT,14,2022,135
A5042624882,Valeria d’Andrea,IT,48,2021,10
A5046227570,Ella Mathews,US,32,2011,6
A5082358091,Myra Marx Ferree,US,46,1976,29
A5011274467,Jian Yao,CN,20,2020,3
A5037174789,Damon J. Phillips,US,60,2015,12
A5033535181,Mihai Jalobeanu,US,18,2021,6
A5042733960,Anne Loomis Thompson,US,106,2018,6
A5045077821,Patrick Sweeney,US,18,2021,6
A5046759613,Nick Saw,GB,18,2021,6
A5055510458,Ashley Feniello,GB,18,2021,6
A5062062451,Sean Andrist,US,1177,2012,30
A5048798117,Jed Lengyel,US,142,1997,6
A5008874281,Tomáš Paus,CA,2673,2001,19
A5027784707,Pierre‐Yves Hervé,FR,40,2011,19
A5036870991,Caroline Witton,GB,24,2012,19
A5062262344,Kate E. Watkins,US,943,2003,19
A5064996737,Robert J. Zatorre,CA,2551,1998,19
A5076737365,G. Bruce Pike,CA,3243,1998,19
A5081313129,Gabriel Leonard,CA,1433,1995,19
A5109066755,Trinh Minh Tri,CH,262,2011,3
A5112573274,Steve Lawrence,US,2662,1996,33
A5029908055,Maxime Lenormand,FR,1232,2014,14
A5054960661,Aleix Bassolas,ES,327,2016,14
A5073969102,Fabio Lamanna,ES,84,2018,14
A5029144357,Ramya Ramakrishnan,US,116,2015,6
A5044369720,Julie Shah,US,184,2015,6
A5103717145,Debadeepta Dey,NO,232,2017,6
A5052915962,Kenny Ching,US,18,2020,136
A5103199563,Evan Rawley,US,18,2020,136
A5043828179,Amanda L. L. Cullen,US,11,2022,6
A5057347072,Xuehua Shen,US,33,2005,6
A5041706388,Kamal Jain,IN,1201,2003,12
A5028989611,Jiangang Yang,CN,52,2016,20
A5043336817,Wanjun Xu,CN,52,2016,20
A5067000266,Yalei Xia,CN,20,2017,20
A5049544264,U. Narayan Bhat,US,293,2014,10
A5090708727,Adam F. A. Pellegrini,GB,126,2017,18
A5016187675,Alex Bowyer,GB,42,2016,6
A5024303852,Kobi Gal,GB,810,2009,6
A5089712688,Avi Segal,IL,172,2015,6
A5107212020,Grant Miller,GB,69,2016,6
A5044125727,Karen Lucas,GB,262,2015,2
A5061969074,Ruth Mayne,GB,100,2014,2
A5101820638,Jelena Grujić,RS,358,2012,10
A5058230910,Joe J. Gladstone,US,403,2016,30
A5069561569,Natkamon Tovanich,FR,14,2021,3
A5088652739,Nacéra Bennacer Seghouani,Unknown,14,2021,3
A5005778457,Katie McLaughlin,US,14,2021,28
A5027682832,Amanda Casari,US,14,2021,28
A5078442658,Milo Z. Trujillo,US,52,2020,17
A5108131775,Bongshin Lee,KR,570,2011,6
A5027224308,Shlomo Zilberstein,US,395,1992,0
A5103546753,Ramaswamy Hariharan,US,48,2005,64
A5067008062,Lawrence M. Fagan,US,316,1984,6
A5110349197,Bharat N. Nathwani,US,44,1984,6
A5078150431,Ashish Kapoor,IN,20,2010,6
A5051587086,Deborah Estrin,US,7183,2001,6
A5074346094,Elizabeth D. Mynatt,US,1845,1994,6
A5088317099,Ida Sim,US,1096,1998,6
A5088509061,Isaac S. Kohane,US,1784,1998,14
A5103516570,Susan L. Graham,CA,68,2007,6
A5076160972,Oya Aran,US,761,2010,3
A5058482884,Edith Law,CA,504,2011,6
A5023213500,Paul Bennett,GB,18,2014,12
A5101862316,Andrey Kolobov,US,184,2009,6
A5048225486,Rémi Louf,Unknown,789,2013,14
A5062266428,J. M. Luck,FR,40,2010,14
A5002469541,Ankit Anand,IN,15,2020,3
A5061040734,Luckyson Khaidem,US,15,2020,3
A5101402840,Fan Yang,CN,117,2017,3
A5032467032,Giulia Bertagnolli,IT,13,2021,10
A5028026531,Sanaa Mansoor,US,24,2021,6
A5044961635,Minkyung Baek,KR,24,2021,6
A5113775256,Umesh Madan,US,13,2021,6
A5037134358,Jia Nee Foo,SG,12,2021,3
A5054893699,Moses Tandiono,SG,12,2021,3
A5065144500,Giulio Gabrieli,SG,222,2019,3
A5066841265,Alessandro Carollo,IT,178,2021,3
A5083811312,Andrea Bonassi,IT,82,2020,3
A5030006054,Paul Gorman,US,698,2001,6
A5043868130,Lauren Wilcox,US,1031,2011,6
A5053659770,Rupa Patel,US,136,2012,6
A5064800403,Wanda Pratt,US,3959,1999,6
A5071781938,Anthony L. Back,US,133,2013,6
A5053856860,Björn Hartman,US,16,2013,6
A5049224704,Jakob Dogan,SE,15,2014,20
A5055594653,Jonas N. N. Eildal,DK,15,2014,20
A5059275377,Anders Bach,DK,15,2014,20
A5060992391,Kristian Strømgaard,DK,15,2014,20
A5066198767,Per Jemth,SE,15,2014,20
A5100357218,Fei Ye,CN,15,2014,20
A5013834379,Pushmeet Kohli,GB,3679,2010,52
A5027711113,Adish Singla,DE,1434,2009,9
A5070631081,Andreas Krause,GB,63,2014,9
A5020767969,Weihua Su,US,827,2011,44
A5068920468,Chonghui Zhang,CN,601,2013,44
A5101978937,Shouzhen Zeng,CN,877,2011,44
A5005609029,Ayush Garg,US,15,2018,30
A5074475302,Devendra K. Tayal,IN,15,2018,30
A5101971141,Divyanshu Sharma,IN,15,2018,30
A5044350536,Guizhou Wu,CN,30,2019,20
A5100334116,Fucheng Guo,CN,30,2019,20
A5001481378,Marius Pesavento,DE,273,2016,20
A5054606088,Daniel P. Palomar,HK,127,2013,20
A5100733872,Yang Yang,CN,273,2016,20
A5001117119,Hirokazu Doi,JP,397,2009,3
A5012784204,Tommaso Ghilardi,GB,12,2021,3
A5038431397,Jessica L. Borelli,US,40,2018,3
A5062723487,Anna Truzzi,JP,28,2019,3
A5103165279,Kazuyuki Shinohara,JP,442,2009,3
A5008001523,Xuetao Zhao,CN,11,2021,20
A5009427324,Fang Jia,CN,11,2021,20
A5100356147,Yang Liu,CN,11,2021,20
A5103478170,Adam Seiver,US,27,1997,6
A5011763169,Alberto Rossi,IT,13,2017,8
A5056376686,Alessandro Moschitti,US,3270,2005,8
A5007638901,Jee‐Seon Shim,KR,85,2015,5
A5025142840,Kyungmee Park,KR,12,2020,5
A5027767897,Sungjong Park,KR,12,2020,5
A5040821848,Eun Lee,KR,65,2016,5
A5080433925,Hyeon Chang Kim,KR,231,2013,5
A5083548584,C. E. Meek,CA,42,1997,6
A5024221362,Justin Gatewood,US,13,2011,6
A5102771133,Dan Morris,US,542,2007,6
A5045317354,Guy J. Golan,US,25,2017,1
A5031163192,Dante R. Chialvo,AR,2340,1995,10
A5013456680,Marco Tononi,IT,11,2017,135
A5073157795,Antonella Pietta,IT,11,2017,135
A5029479000,Ran Gao,CN,48,2016,20
A5089846052,Zhi‐mei Qi,CN,48,2016,20
A5100737350,Danfeng Lu,CN,48,2016,20
A5029783497,Juan Carlos De Martin,IT,111,2017,3
A5047965231,Antonio Vetrò,IT,111,2017,3
A5051872004,Elena Beretta,NL,33,2019,3
A5101549114,Yue Sun,MO,11,2017,44
A5090791372,Eric K. Ringger,US,517,2000,6
A5110759892,Pradeep Shenoy,US,562,2000,6
A5044014931,Conor Hayes,IE,244,2010,27
A5071422010,Jeffrey Chan,AU,1164,2010,27
A5076014464,Christopher Leckie,AU,820,2011,27
A5101609697,James Bailey,AU,1324,2009,27
A5105460272,Andrey Kan,CH,32,2011,27
A5010157704,Danyel Fisher,AU,1691,2005,6
A5021299474,Adrian Klein,DE,19,1995,6
A5088535847,Kim Leng Poh,SG,18,1994,6
A5091581998,Michael Fehling,DE,18,1994,6
A5009831760,Edward A. Lee,US,4332,1959,114
A5059798672,David G. Messerschmitt,US,1856,1987,114
A5008043508,G.C. Sih,US,1008,1990,114
A5042580769,Simon Parsons,GB,3733,1996,23
A5065527041,Sarvapali D. Ramchurn,GB,4369,2003,23
A5075562557,Peter McBurney,GB,3221,2000,23
A5086292276,Liz Sonenberg,AU,1231,2002,23
A5019186384,Guillermo Ricardo Simari,AR,1131,2004,23
A5034956621,Dmitry Davidov,RU,874,2008,8
A5038467328,Ari Rappoport,IL,1334,2007,8
A5014566913,Dan Merget,US,1174,2006,6
A5078448852,Nick Yee,GB,7772,2005,6
A5070934142,Abdelhalim Hiassat,CA,285,2016,23
A5075722271,Ali Diabat,US,285,2016,23
A5012700152,Franziska Keller,HK,329,2019,1
A5015171883,JungHwan Yang,US,847,2012,1
A5086645719,David Schoch,DE,396,2017,1
A5011791808,William S. Agnew,US,178,2022,12
A5038758207,Abeba Birhane,IE,342,2021,12
A5050311558,Michelle Bao,US,178,2022,12
A5065366021,Ravit Dotan,US,212,2020,12
A5055129683,Neeti Pokhriyal,US,205,2016,0
A5081003521,Damien Jacques,BE,169,2017,0
A5011436609,Nora Kirkizh,DE,135,2020,16
A5076298922,Caterina Froio,FR,276,2018,16
A5000465232,Simon Munzert,DE,336,2020,17
A5077590992,Nils Köbis,DE,311,2017,23
A5030296019,Martin Usoh,GB,3266,1993,16
A5050086811,Amela Sadagić,US,484,2000,16
A5073802250,Mel Slater,ES,6070,1993,16
A5005342121,McGinnis,GB,307,2006,23
A5021663592,Sanjay Modgil,GB,626,2004,23
A5031935884,Carlos Iván Chesñevar,AR,1116,2000,23
A5033527598,Gerard A. W. Vreeswijk,NL,362,2006,23
A5044677118,Matthew South,GB,307,2006,23
A5073692224,Chris Reed,GB,915,2001,23
A5112046034,Steven Willmott,ES,328,2006,23
A5040748336,Jenny Fry,GB,310,2007,16
A5028742001,Fatimah Ishowo-Oloko,AE,125,2019,23
A5059420501,Jacob W. Crandall,US,156,2015,23
A5077017350,Zakariyah Soroye,AE,125,2019,23
A5056449142,Patricia Derler,US,221,2013,114
A5065527926,Martin Törngren,SE,116,2013,114
A5080042319,Stavros Tripakis,US,208,2010,114
A5015101188,Snehalkumar S. Gaikwad,US,134,2017,23
A5040419676,Ritesh Noothigattu,US,184,2017,23
A5041089506,Ariel D. Procaccia,US,1411,2008,23
A5053209283,Pradeep Ravikumar,US,366,2006,23
A5087319858,Linnet Taylor,NL,261,2014,16
A5024860324,Leslie K. John,US,2649,2008,37
A5036881546,Grant E. Donnelly,US,104,2018,37
A5045940387,Laura Y. Zatz,US,104,2018,37
A5056889621,Dan Svirsky,US,201,2015,37
A5102926725,Benjamin Edelman,FI,108,2014,10
A5047121097,Leticia Bode,US,3983,2012,1
A5077293116,Alexander Hanna,US,120,2015,1
A5060936581,Christopher Starke,NL,307,2017,23
A5024220409,Ryszard Kowalczyk,AU,166,2002,23
A5025836137,Ha Hai Pham,AU,142,2002,23
A5008577882,Woohyun Yoo,KR,242,2010,1
A5101464855,Eunji Cho,US,111,2012,1
A5069422437,Matthew Barnidge,US,269,2014,1
A5019908505,Moshe Koppel,IL,1086,2005,8
A5019424497,Marten Lohstroh,US,109,2017,114
A5030996651,Fabio Cremona,IE,75,2017,114
A5073873489,David Broman,SE,156,2017,114
A5088736671,Michael Masin,IL,75,2017,114
A5046491870,Ilge Akkaya,US,71,2016,114
A5080329770,Shuhei Emoto,JP,71,2016,114
A5110607602,Martijn Poel,NL,65,2018,16
A5026381439,Adi Littman,US,47,2021,8
A5100454188,Jie Liu,CN,137,2003,114
A5015381412,Sherief Abdallah,SA,128,2010,23
A5041293065,Iqbal Madakkatel,AU,76,2010,23
A5113634839,Ruqiyabi Naz Awan,AE,76,2010,23
A5044706022,Justin H. Gross,US,227,2013,8
A5058128785,Amber E. Boydstun,US,770,2001,8
A5008696470,Erik P. Bucy,US,452,1999,1
A5015885315,Jon Pevehouse,US,452,2007,1
A5025427553,Jack Van Thomme,US,56,2016,1
A5071232564,David Lassen,US,155,2016,1
A5082129834,Kristen E. Bialik,US,73,2016,1
A5074784948,Pu Yan,CN,70,2019,16
A5019882467,Andy Smith,US,94,2001,16
A5037555862,Avon Huxor,GB,94,2001,16
A5014723829,Noel Heather,GB,75,2006,16
A5025118144,Raymond M. Lee,US,477,2006,16
A5057765662,Bita Banihashemi,US,73,2008,23
A5085011444,Douglas Walton,CA,267,2003,23
A5012986860,Rich Ling,SG,938,2008,6
A5031470842,Lisa Kaati,SE,98,2018,16
A5073050680,Johan Fernquist,SE,98,2018,16
A5071447827,Anthony Steed,GB,3972,1994,16
A5004265472,Ignacio Serna,ES,199,2019,23
A5068081385,Julián Fiérrez,ES,1731,2018,23
A5083125799,Aythami Morales,ES,1731,2018,23
A5044511705,Eunsuk Kang,US,81,2017,114
A5069501250,Hokeun Kim,US,121,2017,114
A5030115692,Jerónimo Castrillón,DE,34,2020,114
A5032980399,Inigo Incer,US,34,2020,114
A5045703198,Andrés Goens,NL,34,2020,114
A5088660554,Alberto Sangiovanni‐Vincentelli,US,704,2002,114
A5005560875,María Leonor Pacheco,US,58,2020,8
A5032121234,Dan Goldwasser,US,1001,2007,8
A5022477886,Ben Sayre,US,40,2014,1
A5069927794,Frank Dignum,SE,860,2002,23
A5060593123,John A. Hall,CA,66,2006,16
A5011402823,Jolanda G. Tromp,VN,241,2003,16
A5035869930,Ilona Heldal,NO,235,2002,16
A5061136366,Nishan C. Karunatillake,GB,136,2005,23
A5029105431,Fernando Tohmé,AR,124,2008,23
A5100612833,Michael Zhang,US,280,2017,10
A5005007914,Wan-Teh Chang,US,60,1997,114
A5014827775,Stephen Neuendorffer,US,55,2005,114
A5100412721,Xiaojun Liu,CN,48,2008,114
A5019279529,Ronald Ashri,GB,55,2005,23
A5069481846,G. Flucke,GB,1907,1998,23
A5008387768,Ramon Hollands,NL,78,2007,23
A5022966906,Philippe Pasquier,CA,184,2006,23
A5001176231,Attila-Péter Tóth,GB,45,2013,23
A5030303835,Abdulfatai Popoola,NG,33,2013,23
A5037526935,Patrick Meier,CH,984,2013,14
A5043267585,Dmytro Krasnoshtan,Unknown,59,2013,23
A5020896290,Qi Zhu,US,318,2007,114
A5020920533,Roberto Passerone,IT,202,2002,114
A5067636168,Pierluigi Nuzzo,US,144,2014,114
A5090819280,Liangpeng Guo,US,47,2013,114
A5063501905,Richard Booth,GB,56,2012,23
A5086688018,Nicolas Stefanovitch,IT,88,2014,23
A5022970868,Shamik Roy,US,81,2020,8
A5016020782,Deniz Gezerli,DE,13,2022,23
A5022054063,Thomas Müller,DE,38,2018,23
A5061514105,Levin Brinkmann,DE,13,2022,23
A5079515903,Kira von Kleist,DE,13,2022,23
A5044871502,Sarah K. Dreier,US,28,2021,8
A5087940327,EMILY GADE,US,28,2021,8
A5038036261,Shuvra S. Bhattacharyya,US,111,1993,114
A5011454843,E.E. Goei,US,47,1990,114
A5037437960,Phil Lapsley,GB,47,1990,114
A5039672713,M.P. O'Reilly,US,47,1990,114
A5042421076,Wu‐Hsun Ho,TW,47,1990,114
A5111987327,Jeff Bier,US,47,1990,114
A5007784849,Ann-Sofie Axelsson,SE,203,2002,16
A5068170110,Matthijs den Besten,FR,73,2008,16
A5044171245,Anthony Lee,US,250,1959,114
A5003264021,Kshitij Tayal,US,24,2016,0
A5020354604,Venu Govindaraju,US,123,2011,0
A5022590472,Ifeoma Nwogu,US,120,2008,0
A5101816744,Anupam Das,US,22,2020,16
A5031322803,Christopher Hylands,US,46,1998,114
A5031962394,Adam Cataldo,US,46,1998,114
A5100412715,Xiaojun Liu,CN,46,1998,114
A5100454132,Jie Liu,CN,46,1998,114
A5108188004,Steve Neuendorffer,US,46,1998,114
A5112475442,Haiyang Zheng,CN,46,1998,114
A5010019244,Ken Goldberg,US,204,2002,114
A5034914468,John Craig,GB,42,2003,114
A5045399982,K. F. Böhringer,US,181,2002,114
A5108519908,G. Smith,US,42,2003,114
A5020477615,Eleftherios Matsikoudis,US,50,2006,114
A5100412713,Xiaojun Liu,CN,76,2001,114
A5036570838,Ming‐Yuan Chih,US,204,2012,1
A5049969740,Kang Namkoong,US,383,2010,1
A5079709784,Bryan McLaughlin,US,52,2012,1
A5111723443,Min-Woo Kwon,US,27,2012,1
A5003533087,Mikołaj Podlaszewski,LU,71,2012,23
A5009023649,Martin Caminada,GB,71,2012,23
A5000145156,Gil Lederman,US,42,2018,114
A5072217103,Markus N. Rabe,US,42,2018,114
A5029563909,Tal August,US,84,2018,6
A5060931546,Gary Hsieh,US,713,2005,6
A5016498717,Pinar Yanardag,US,15,2021,23
A5102159310,He Liu,US,39,2001,114
A5006869810,Patti Giuffre,US,37,2001,60
A5008628155,Larry Fortier,US,58,2001,60
A5072281431,Lisa Oswald,DE,37,2001,60
A5078801213,Maureen Murdoch,US,155,2001,60
A5082662444,Nancy R. Kressin,US,75,1998,60
A5032309797,Åsa Abelin,SE,36,2003,16
A5041873269,Sophia Bengtsson,SE,32,2005,16
A5056016326,Maria Spante,SE,124,2003,16
A5075818291,Marja Partanen,SE,32,2005,16
A5008694561,Thomas A. Manteuffel,US,976,1994,114
A5034617674,Jeffrey J. Heys,US,80,2007,114
A5047719926,J. Ruge,US,895,1988,114
A5111718934,Steve McCormick,US,763,1988,114
A5004220968,Michael Rovatsos,GB,25,2010,23
A5052964303,Alexandros Belesiotis,GR,25,2010,23
A5033734187,Niels Brügger,US,16,2020,16
A5074535221,Alexander Nilsson,SE,35,2002,16
A5109188615,Ea Sonenberg,AU,191,2002,23
A5021120027,Franz Barjak,CH,151,2006,26
A5101753925,Simon Robinson,DE,58,2008,26
A5027970792,Sharath Sriram,AU,74,1997,114
A5040150415,Pravin Varaiya,US,222,1999,114
A5004387717,Timothy J. Norman,GB,1717,1996,23
A5007837572,Josef Wideström,SE,37,2005,16
A5062773086,Budhitama Subagdja,SG,33,2006,23
A5000925369,Nicolas Maudet,FR,760,2000,23
A5014486750,Dai Bui,US,17,2010,114
A5066123387,Bert Rodiers,US,17,2010,114
A5111537461,Jeff C. Jensen,US,15,2013,114
A5062041554,Ulrike Deetjen,DE,34,2015,16
A5025509228,Jakob Mökander,GB,11,2021,16
A5013735333,Jia Zou,US,25,2010,114
A5091642501,Slobodan Matic,US,13,2012,114
A5013879943,Zakariyah Shoroye,Unknown,12,2015,23
A5022473839,Vahan Babushkin,AE,32,2015,23
A5052775086,Maryam Almehrezi,Unknown,12,2015,23
A5058724999,Pai-Ju Chang,US,12,2015,23
A5046820497,Omar Zambrano,US,12,2020,0
A5060046369,Hugo Hernández,Unknown,12,2020,0
A5111876342,Jennifer Linares,US,12,2020,0
A5024306363,Roni Mateless,IL,12,2020,8
A5048791149,Robert Moskovitch,IL,148,2015,26
A5069264476,I‐Te Lee,TW,92,2017,8
A5100454174,Jie Liu,CN,97,2002,49
A5100412709,Xiaojun Liu,CN,20,2005,114
A5064598470,Bilung Lee,US,20,2000,114
A5004699426,Richard Swedberg,US,20,2002,16
A5068735919,Thomas Juan,AU,13,2006,23
A5079262002,Leon Sterling,AU,13,2006,23
A5035187316,T.M. Parks,US,16,2002,114
A5034829413,Khalil Sima’an,NL,13,2004,8
A5002450989,David J. Roberts,GB,176,2003,16
A5008217287,On Amir,US,3125,2006,37
A5040984419,Dan Ariely,US,13371,1999,37
A5079358020,Nina Mažar,US,5436,2005,37
A5004495825,Uri Gneezy,US,1159,2000,37
A5044669192,Kristina Shampanier,US,610,2007,37
A5090540656,Lisa L. Shu,GB,772,2009,37
A5035602511,Moritz Büchi,CH,507,2015,94
A5001125856,Panagiotis Metaxas,US,1348,2010,3
A5024435233,Daniel Gayo-Avello,HU,905,2011,3
A5026626448,Eni Mustafaraj,US,1740,2010,3
A5059587110,Harald Schoen,DE,693,2011,3
A5031120336,Mauro Martino,US,513,2014,14
A5040715593,Alexander Mirsky,DE,212,2014,10
A5070753993,Maximilian Schich,EE,361,2012,10
A5024703272,Mohammed El-Haddad,QA,189,2014,31
A5021523198,Constantine Nakos,US,155,2021,31
A5028407723,Hemank Lamba,US,1038,2013,31
A5003377833,Ulrik Brandes,CH,953,2008,35
A5037900030,Marina Hennig,DE,157,2013,35
A5032539868,Mathieu Génois,FR,722,2014,34
A5084891661,Mohsen Jadidi,Unknown,356,2015,34
A5109540913,Pankaj Aggarwal,CA,147,2011,37
A5075149019,Christian Körner,CH,193,2011,34
A5075312264,Silvia Mitter,AT,134,2012,34
A5011692977,Adam L. Alter,US,127,2014,37
A5025912466,Eesha Sharma,US,127,2014,37
A5007861811,Clemens Meinhart,AT,223,2014,34
A5008417409,Elias Zeitfogel,AT,223,2014,34
A5036739622,Behnam Taraghi,AT,97,2014,34
A5031071944,Vera Liao,US,87,2012,6
A5022334515,Nicholas Blumm,US,3251,2008,10
A5022657536,Zalàn Forrò,CH,82,2012,10
A5109223734,Jean–Philippe Bouchaud,FR,95,2012,10
A5064470161,Arnim Bleier,DE,251,2012,34
A5069037107,Haiko Lietz,DE,289,2014,34
A5012575619,Darren D. Hudson,US,48,2021,18
A5028695749,M. Z. Rafat,AU,48,2021,18
A5036901478,Antoine F. J. Runge,AU,48,2021,18
A5037431025,Andrea Blanco‐Redondo,US,48,2021,18
A5042642891,Y. Long Qiang,AU,62,2021,18
A5044211016,C. Martijn de Sterke,AU,85,2021,18
A5057805246,Tristram J. Alexander,AU,102,2009,18
A5039516755,Qian Shen,CN,17,2023,137
A5045124139,Xiaoyun Xiao,CN,17,2023,137
A5087273879,Xiaoding Xu,CN,17,2023,137
A5091414721,Phei Er Saw,CN,17,2023,137
A5101106337,XU Ya,CN,17,2023,137
A5111166809,Rong Li,CN,17,2023,137
A5113685196,Chunfang Wei,CN,17,2023,137
A5048088355,Alireza Javadian Sabet,US,15,2023,49
A5070251006,Suining He,US,1844,2004,49
A5083334761,Derek Aguiar,US,73,2013,49
A5101887015,Marjan Hosseini,CA,15,2023,49
A5049671326,Christian T. Elbæk,DK,84,2021,37
A5053542343,Panagiotis Mitkidis,DK,173,2017,37
A5013647304,Tillmann Ohm,EE,14,2023,10
A5059278292,Mar Canet Solà,EE,14,2023,10
A5064355537,Andres Karjus,EE,70,2020,0
A5088707502,Botond Kőszegi,DE,4600,2006,37
A5038210969,Joel Smith,AU,58,2013,49
A5086093847,Sarah Tulin,US,58,2013,49
A5108392816,Sorin Istrail,US,58,2013,49
A5057573097,Bernd Hollerit,JP,56,2013,34
A5102832863,Mark Kröll,AT,88,2011,34
A5003003000,Yoel Inbar,CA,741,2009,5
A5033787208,Sze-Yuh Nina Wang,US,55,2020,6
A5041638381,Lisa Posch,AT,116,2013,34
A5047231912,Aslihan Demirkaya,US,73,2021,18
A5054719860,P. G. Kevrekidis,US,846,2003,18
A5057667262,G. A. Tsolias,US,23,2022,18
A5109989716,Robert J. Decker,US,73,2021,18
A5038707801,David Liu,CA,13,2023,6
A5039865548,Diane Horton,CA,72,1996,6
A5041982650,Sheila A. McIlraith,CA,78,2001,6
A5042757004,Dario Taraborelli,US,165,2010,12
A5001467582,Giancarlo Ruffo,IT,774,2006,24
A5073576983,Marcella Tambuscio,AT,125,2017,24
A5019840180,Betina Hollstein,DE,35,2020,31
A5090275845,Tom Töpfer,DE,35,2020,31
A5077206304,Manuel Puppis,CH,69,2012,94
A5004809477,Marco Hernandez,US,38,2017,37
A5048606296,Julian Jamison,GB,78,1997,37
A5055020284,Roberto Sormani,US,38,2017,37
A5098644288,Ewa Korczyc,US,38,2017,37
A5109547576,Scott A. Hawkins,CA,38,2015,37
A5101537420,Dimitar Dimitrov,UA,67,2016,34
A5006478741,Daniel Edler,SE,67,2016,34
A5016952117,Jérôme Kunegis,Unknown,822,2009,34
A5017912701,Yulan Peng,CN,30,2020,139
A5044029777,Yuxuan Qiu,CN,30,2020,139
A5052292459,Anping Su,CN,30,2020,139
A5072341364,Jingqiang Zhu,CN,30,2020,139
A5075142520,Zhichao Xing,CN,30,2020,139
A5102012833,Jingyan Liu,CN,30,2020,139
A5041136131,Christoph Kling,DE,50,2015,34
A5062807811,Steffen Staab,DE,562,2002,34
A5079144308,H. Hartmann,Unknown,50,2015,34
A5070302861,Austin van Loon,US,214,2018,5
A5007649650,Jennifer Horkoff,SE,1139,2005,34
A5079349226,Steve Easterbrook,CA,941,1994,34
A5101998685,Eric Yu,US,999,2005,34
A5103244761,Jorge Aranda,CA,443,2005,34
A5071220716,Arkaitz Zubiaga,GB,2005,2011,16
A5054316864,Paul Laufer,AT,31,2015,34
A5014548243,Lisette Espín-Noboa,AT,74,2016,34
A5042176198,Thomas Niebler,DE,43,2013,34
A5054225034,Andreas Hotho,DE,1226,2003,34
A5060733666,Martin Becker,DE,105,2012,34
A5101768349,Niranjan Balasubramanian,US,526,2013,30
A5077160360,Daniel Danner,AT,1130,2008,34
A5020087789,Marcos Oliveira,GB,132,2015,10
A5034008095,Johann Schaible,DE,12,2022,34
A5072223860,Maria Zens,DE,12,2022,34
A5046490531,Klaus Tochtermann,DE,39,2005,34
A5022810412,Patrik K. E. Magnusson,SE,439,2011,5
A5036103579,Christopher T. Dawes,US,2591,2007,5
A5059104743,Philipp Koellinger,US,209,2011,5
A5005355207,Wolfgang Aigner,AT,1024,2004,31
A5019622072,Silvia Miksch,AT,1495,2001,31
A5054248452,Paolo Federico,FR,174,2011,31
A5067136327,Lukas Zenk,AT,37,2011,31
A5009128820,Mark A. Musen,US,2308,1988,34
A5051690097,Tania Tudorache,US,174,2007,34
A5059731779,Simon Walk,US,93,2014,34
A5111383811,Natalya F. Noy,US,900,2001,34
A5114406750,Bernardo A. Huberman,US,9470,1983,12
A5042318970,Daniel Mochon,US,1291,2004,37
A5043382223,Babak Hemmatian,US,21,2018,0
A5034153476,Matthew Rowe,GB,250,2011,14
A5074716096,Harith Alani,GB,1091,2008,14
A5041448254,Dominik C. Benz,CH,70,2010,34
A5053751744,Gerd Stumme,DE,1123,2003,34
A5036086647,Nicole Robitaille,CA,17,2020,37
A5064061448,Julian House,US,286,2015,37
A5015168114,Claire I. Tsai,CA,157,2008,37
A5035777184,Min Zhao,CN,16,2015,37
A5047623438,Elizabeth Hardy,GB,16,2015,37
