node,display_name,country,citations,first_publication,community
A5040707285,Charles Steinfield,US,17583,1987,6
A5023012850,Arvind Singhal,US,1426,1988,35
A5038727864,Everett M. Rogers,US,1880,1987,35
A5048425098,Sharon Grant,AU,13,1996,2
A5008389022,Iain D. Couzin,DE,11695,1998,18
A5025717153,Jens Krause,DE,8451,2002,4
A5073601289,Nigel R. Franks,GB,4658,1998,18
A5079464744,Stuart Kauffman,US,2284,1987,18
A5026767037,Wei min Liu,CN,800,1986,5
A5031916507,Yoh Iwasa,JP,3701,1983,5
A5005438899,George Sugihara,US,1892,1990,5
A5080792075,Robert M. May,SA,10116,1976,5
A5017040382,Gabriel G. Katul,US,2916,1998,18
A5043078766,Suvi M. Thomas,US,614,2002,18
A5061088675,Ram Oren,US,989,1998,18
A5061255118,Roni Avissar,US,751,2002,18
A5073166556,Ran Nathan,IL,6477,2000,18
A5074043712,Henry S. Horn,DE,1170,2002,18
A5085753718,Stephen W. Pacala,US,3100,1990,18
A5048847549,Yury Kryvasheyeu,AU,714,2015,23
A5085139454,Nick Obradovich,US,1266,2016,23
A5071749890,Alan Hastings,US,1925,1980,18
A5102890157,Dan Cohen,IL,798,1984,18
A5088272346,Jane Lubchenco,US,9541,1991,18
A5108527367,David Pimentel,US,501,1981,18
A5108215360,Richard Durrett,US,1012,1994,18
A5110046943,Akira Ōkubo,JP,601,1989,18
A5032304399,Naomi Ehrich Leonard,US,896,2007,18
A5054976458,Andrew T. Hartnett,US,1071,2011,18
A5055063594,Christos C. Ioannou,GB,3116,2007,18
A5065882969,Colin J. Torney,GB,1809,2009,18
A5066517252,Güven Demirel,GB,539,2011,18
A5076436751,Thilo Groß,DE,930,2008,18
A5084762812,Larissa Conradt,DE,685,2009,18
A5111604521,J Iribarren,ES,480,2009,23
A5018222452,Bryan T. Grenfell,US,7981,1984,18
A5058338534,Alan S. Perelson,US,1367,1989,18
A5004836032,Tong Lin,CN,327,2010,51
A5025689163,Liming Dai,AU,2527,2010,51
A5036195075,Yuhua Xue,CN,2527,2010,51
A5056238849,Yan Zhao,CN,314,2010,51
A5077167301,Xungai Wang,HK,314,2010,51
A5100373286,Hongxia Wang,US,314,2010,51
A5109960502,Lianfang Feng,CN,314,2010,51
A5017742384,Rubén Lara,US,722,2005,23
A5038766869,Giovanna Miritello,GB,565,2011,23
A5016014168,Maxime Derex,FR,1252,2012,11
A5025458199,Bernard Godelle,FR,619,2009,11
A5040472716,Michel Raymond,FR,580,2009,11
A5072596448,Marie‐Pauline Beugin,FR,285,2013,11
A5070281103,Robert Boyd,US,11960,1981,11
A5025967818,Vı́ctor M. Eguı́luz,ES,2409,2000,14
A5033081182,José J. Ramasco,ES,3977,2008,14
A5063837575,Przemyslaw A. Grabowicz,US,731,2011,14
A5077591903,Josep M. Pujol,ES,625,2005,14
A5039182654,Kirsten Hamelink,NL,228,2017,42
A5055766880,Anniek W. Eigenraam,NL,228,2017,42
A5067829989,Dian A. de Vries,NL,588,2013,42
A5082130337,A. Marthe Möller,NL,285,2017,42
A5086458025,Marieke S. Wieringa,NL,228,2017,42
A5006073789,King‐Wa Fu,HK,1283,2013,42
A5049119318,Chung‐hong Chan,DE,906,1975,42
A5088908386,Michael Chau,US,640,2001,42
A5009013374,Gretchen C. Daily,US,4393,1991,18
A5014133393,Catherine L. Kling,US,191,2019,18
A5023972737,Geoffrey Heal,US,922,1980,18
A5034039087,Stephen R. Carpenter,US,12836,1999,14
A5053182264,Paul R. Ehrlich,US,2609,1983,18
A5068168154,Stephen Polasky,US,4157,2001,18
A5005642262,Anna B. Mazzarella,NO,188,2017,18
A5034338554,Dane H. Klinger,US,319,2017,18
A5037865389,E. Rovenskaya,AT,399,2016,18
A5054846534,Brynhildur Davíðsdóttir,IS,291,2017,18
A5063347762,Nils Chr. Stenseth,NO,462,2001,18
A5113499854,Anne Maria Eikeset,NO,396,2011,18
A5017976036,Joseph Phillips,GB,276,2020,17
A5025571983,Lei Zhou,CN,350,2015,5
A5033732758,Yang‐Yu Liu,US,236,2014,5
A5041336256,Qi Su,CN,746,2016,5
A5056511235,Aming Li,CN,651,2013,5
A5060677105,Sean P. Cornelius,CA,226,2015,5
A5100447536,Long Wang,CN,2631,2001,5
A5014881285,Dan Calacci,US,247,2017,3
A5101579932,Xiaowen Dong,GB,332,2013,3
A5041732716,Eszter Hargittai,CH,3695,2004,6
A5073459923,Deen Freelon,US,1318,2011,1
A5084279765,Katherine Ognyanova,US,545,2013,17
A5055282911,Pejman Rohani,US,1652,1995,18
A5077626949,David J. D. Earn,CA,2668,1998,18
A5051581382,Viggo Andreasen,DK,874,1997,18
A5100777792,Juan Lin,CN,496,1997,18
A5004230429,Juan E. Keymer,CL,436,1998,46
A5038858136,Pablo A. Marquet,CL,1015,1996,46
A5053601980,Jorge X. Velasco‐Hernández,MX,363,1996,46
A5010484610,Amilcare Porporato,US,472,2005,18
A5020431206,Merel B. Soons,NL,500,2005,18
A5024179610,Mario Siqueira,BR,591,2002,18
A5046037739,Davide Poggi,IT,1076,2004,18
A5015352514,Rick Durrett,US,453,1998,30
A5026514464,Charles ReVelle,US,398,2004,18
A5104492347,Justin C. Williams,GB,398,2004,18
A5034728256,Stephen T. Emlen,US,222,1986,18
A5111422677,John M. Emlen,US,222,1986,18
A5020949322,John A. Lubina,US,214,1988,18
A5016983952,Maja Schlüter‬,SE,807,2009,18
A5044362151,Alessandro Tavoni,IT,951,2011,18
A5066581729,Steven J. Lade,SE,410,2013,18
A5030041689,Lee A. Segel,IL,299,1976,18
A5050710342,Frederic Bartumeus,ES,976,2002,18
A5049669856,Luca Bolzoni,IT,176,2006,18
A5060960413,Renato Casagrandi,IT,314,2003,18
A5044014333,Alejandro Llorente,ES,253,2013,23
A5003213649,Talayeh Aledavood,FI,637,2015,10
A5029121256,Felix Reed‐Tsochas,GB,1224,2006,10
A5037087050,Eduardo López,US,911,2002,10
A5063166187,Sam G. B. Roberts,GB,2644,2008,10
A5064827570,R. I. M. Dunbar,GB,5130,2005,10
A5082358191,Jari Saramäki,FI,4647,2004,10
A5010728482,Michelle A. Kline,US,828,2010,11
A5034266052,Joseph Henrich,US,22276,2001,11
A5049828992,Stephen Shennan,GB,2212,2004,11
A5056851399,Michael Muthukrishna,CA,2121,2013,11
A5070172858,Mark Thomas,GB,1506,2009,11
A5084496542,Alex Mesoudi,GB,1536,2006,11
A5101900654,Adam Powell,GB,1159,2009,11
A5044187847,Peter E. Caines,CA,232,1975,42
A5036034260,Vítor V. Vasconcelos,NL,817,2011,5
A5073403497,Jorge M. Pacheco,PT,11304,2005,5
A5091756384,Francisco C. Santos,PT,9112,2005,5
A5027317575,Knut Drescher,CH,151,2013,18
A5028819015,João B. Xavier,US,494,2010,18
A5031802399,Carey D. Nadell,US,514,2010,18
A5034726213,Bonnie L. Bassler,US,131,2013,18
A5055707033,Vanni Bucci,US,131,2013,18
A5021409831,Caroline E. Farrior,US,127,2013,18
A5073267619,Ray Dybzinski,US,127,2013,18
A5029258117,Jean‐François Bonnefon,FR,4254,2010,23
A5009944060,Yi Hao,CN,179,2013,42
A5011581721,Braydon Schaible,FR,167,2013,42
A5027542397,Isaac Chun‐Hai Fung,US,683,2013,42
A5081969635,Zion Tsz Ho Tse,GB,578,2013,42
A5102949853,Yuchen Ying,CN,179,2013,42
A5047134387,Charles Perreault,US,212,2012,11
A5075965984,Stefano Carattini,US,113,2017,18
A5014389194,Jing Zeng,CH,468,2017,42
A5004136982,Arthur Spirling,US,623,2003,17
A5016292975,Kenneth Benoit,GB,969,2009,17
A5019063152,Helen V. Milner,US,626,2007,17
A5030508515,Charles Perrings,US,298,1995,18
A5047941384,Wolfram Barfuß,DE,277,2017,18
A5079184903,Jonathan F. Donges,DE,507,2012,18
A5085207296,Jürgen Kurths,DE,5104,1998,18
A5019872697,Arnald Puy,GB,205,2020,18
A5040077936,Andrea Saltelli,Unknown,329,2006,18
A5048601378,Samuele Lo Piano,GB,299,2017,18
A5085676329,Jonathan M. Levine,US,985,2017,18
A5087275461,Theo Gibbs,US,47,2022,18
A5021589283,Laura Boeschoten,NL,118,2020,42
A5026212091,Irene I. van Driel,NL,1080,2015,42
A5029647082,J. Loes Pouwels,NL,1062,2020,42
A5030777570,Ine Beyens,NL,1265,2018,42
A5072912426,Anastasia Giachanou,NL,495,2019,24
A5080323873,Patti M. Valkenburg,NL,13603,2000,42
A5061137675,Benjamin Guinaudeau,US,46,2022,17
A5072966038,Fabio Votta,NL,57,2022,17
A5004330953,Thomas Elmqvist,SE,5490,2004,18
A5005092156,Sara Constantino,US,615,2015,4
A5009617157,Elisabeth Krueger,US,152,2017,18
A5015882940,Elke U. Weber,US,11721,1992,4
A5102878947,Miguel Ángel Centeno,GB,63,2021,18
A5004150335,Dahai Yue,US,43,2022,17
A5038367813,Neil Sehgal,US,87,2021,17
A5059100941,Ren Hao Wang,Unknown,43,2022,17
A5064676289,Dylan H. Roby,US,43,2022,17
A5076962542,Elle Pope,US,119,2017,17
A5023375097,Tommaso Portaluri,CH,43,2022,18
A5040473476,Pierfrancesco Beneventano,US,43,2022,18
A5103464541,Partha Dasgupta,IN,211,1977,18
A5033869370,Wenzhi Huang,CN,138,1989,10
A5068525348,Carlos Castillo‐Chávez,US,2661,1989,10
A5113748398,K. L. Cooke,US,149,1989,10
A5018069765,Mayuko Nakamaru,JP,721,1997,5
A5088575114,Ramanan Laxminarayan,US,287,2005,18
A5101494251,David L. Smith,US,1205,2004,18
A5020490780,Joshua S. Weitz,US,1206,2006,18
A5028472563,Benjamin Nabet,US,176,2009,18
A5057702802,Luca Scardovi,CA,261,2010,18
A5101157541,Tian Shen,US,103,2011,18
A5088098504,J. Daniel Udovic,US,99,1977,18
A5019813501,Coco Krumme,US,440,2012,23
A5033806050,Yonas Mitike Kassa,US,78,2018,23
A5070487234,Rubén Cuevas,ES,306,2010,23
A5102023207,√Ångel Cuevas,ES,241,2010,23
A5007537420,Nancy B. Grimm,US,109,2014,18
A5015973726,Mitchell Pavao‐Zuckerman,US,70,2014,18
A5019856148,Peter M. Groffman,US,70,2014,18
A5025857523,Frederick R. Adler,US,89,2002,18
A5037431253,William G. Wilson,AU,601,2006,18
A5066250871,Jason Munshi‐South,US,70,2014,18
A5075365894,Diane E. Pataki,US,309,1998,18
A5104066044,Colby J. Tanner,US,81,2011,18
A5050004769,Volker Grimm,DE,141,2011,18
A5077368412,Neil Carter,US,82,2015,18
A5078944710,Adam Barlow,AT,65,2015,18
A5020937346,Bonnie J. McCay,US,305,2009,18
A5052038898,Eli P. Fenichel,US,332,2012,18
A5070460992,Kevin St. Martin,US,321,2016,18
A5073865249,Malin L. Pinsky,US,256,2016,18
A5079221921,Joshua K. Abbott,US,239,2012,18
A5006547973,Andrew M. Hein,US,195,2015,18
A5035054017,Colin R. Twomey,US,584,2015,18
A5090865724,Michael A. Gil,US,91,2018,18
A5000868394,Eaman Jahani,US,312,2011,3
A5034827139,Yaneer Bar‐Yam,US,1334,2000,23
A5040369194,Alfredo J. Morales,US,270,2018,3
A5072930694,Carlos Sarraute,AR,170,2016,3
A5084485442,Burçin Bozkaya,TR,304,2010,3
A5046878011,Ricard V. Solé,US,1362,1992,18
A5061913766,Daniel L. Oberski,NL,381,2017,42
A5062732278,Jef Ausloos,NL,56,2020,42
A5111451722,Judith Möller,DE,1245,2016,42
A5039276197,Tianyu Su,CN,16,2023,10
A5055389084,Maoran Sun,GB,86,2022,10
A5074719388,Ariel Noyman,US,113,2017,3
A5090329397,Zhuangyuan Fan,HK,210,2020,10
A5100403456,Fan Zhang,CN,1244,2016,10
A5031198916,Xuekui Shangguan,Unknown,14,2023,1
A5039696704,Chuanjun Zhao,CN,14,2023,1
A5047898147,Donghang Liu,CN,14,2023,1
A5066924384,Zening Duan,US,69,2021,1
A5100392763,Jie Li,CN,14,2023,1
A5100738104,Yanjie Wang,CN,14,2023,1
A5100765157,Jingfeng Liu,CN,14,2023,1
A5100933736,Lihua Shen,CN,14,2023,1
A5101981611,Meiling Wu,CN,14,2023,1
A5101007363,Yanni Yang,HK,14,2023,23
A5059708665,Mercedes Pascual,US,547,1991,18
A5016312089,Thomas Sterner,SE,163,2000,18
A5038732975,David A. Starrett,US,844,1973,18
A5109204185,Partha Dasgupta,US,3944,1973,18
A5110433113,Thomas H. Tietenberg,SE,108,2000,18
A5110532426,Eric Maskin,US,4606,1977,18
A5111373420,Kenneth J. Arrow,US,1628,1962,18
A5113450915,Karl-Göran Mäler,SE,2144,1994,18
A5015598195,Benny Davidovitch,US,105,2005,23
A5083316408,Howard A. Stone,US,105,2005,23
A5052324110,Jérôme Chave,FR,369,2002,18
A5071611289,Jonathan Dushoff,CA,2886,1995,18
A5088484169,Jeremy W. Lichstein,US,515,2007,18
A5017843873,Kai Xiong,CN,89,2007,42
A5073578212,H. Zhang,CN,89,2007,42
A5004575044,Gabriella Vaglica,IT,166,2008,10
A5016268748,Fabrizio Lillo,IT,3252,2000,10
A5068695616,Rosario N. Mantegna,IT,7079,1994,10
A5025225575,Samuel Wiebe,CA,319,2001,18
A5028764986,Mary Lou Smith,GB,279,1995,18
A5057332174,Xuelian Sang,CN,75,2008,18
A5058416733,Kathy N. Speechley,CA,376,2003,18
A5067086470,Michael Eliasziw,CA,169,2001,18
A5069444754,Guangyong Zou,CA,248,2008,18
A5109361125,Carol Camfield,CA,182,2008,18
A5048992372,William S. Ryu,CA,150,2014,18
A5076071489,Liliana C. M. Salvador,US,59,2014,18
A5001968759,Elena Litchman,US,1625,2007,18
A5031166344,Christopher A. Klausmeier,US,1625,2007,18
A5063934076,Juan A. Bonachela,US,268,2011,18
A5074967952,Kyle F. Edwards,US,561,2012,18
A5015860395,Anthony D. So,US,55,2016,18
A5022793791,Scott P. Carroll,US,96,2016,18
A5025139735,Robert R. Dunn,US,267,2011,18
A5037469107,Stephan Harbarth,CH,70,2016,18
A5066717163,Peter Søgaard Jørgensen,SE,468,2011,18
A5082661482,Didier Wernli,CH,70,2016,18
A5103264419,Ramanan Laxminarayan,US,106,2006,18
A5047177859,Ian E. Fellows,US,54,2018,5
A5065210070,Hsuan‐Wei Lee,US,136,2016,5
A5076057397,Kirk Dombrowski,US,277,2012,5
A5102023538,Bilal Khan,IN,266,2012,5
A5034146076,Martin Reeves,US,204,2012,18
A5036808902,Daichi Ueda,US,50,2016,18
A5018606584,Roman Stocker,CH,158,2016,18
A5045512307,Douglas R. Brumley,AU,49,2016,18
A5072735370,Francesco Carrara,CH,138,2016,18
A5057083232,Mike S. Schäfer,CH,481,2018,42
A5004551013,Velislava Petrova,BG,39,2020,18
A5009802857,Colin A. Russell,NL,359,2004,18
A5037559147,Richard A. Neher,CH,479,2014,18
A5040872939,Edyth Parker,RW,51,2020,18
A5053127914,Dylan H. Morris,US,175,2017,18
A5075120462,Fernando W. Rossine,US,39,2020,18
A5018876457,Colin Cleveland,GB,48,2021,5
A5030126548,Attila Szolnoki,HU,1409,2010,5
A5063065481,Josephine Lukito,US,249,2017,1
A5078257556,Jianing Li,US,69,2020,1
A5088778411,Fan Chen,US,54,2022,1
A5015835735,David A. Siegel,US,1060,2003,18
A5057257672,Frédéric Guichard,CA,89,2004,18
A5061975828,Shay Gueron,IL,145,1993,18
A5062534643,Eduardo Zea‐Cabrera,US,78,2006,18
A5108405042,Ignacio Rodríguez‐Iturbe,US,78,2006,18
A5077177195,William C. Clark,US,75,2010,18
A5072883577,Miguel A. Muñoz,ES,915,1998,14
A5006059364,Luca Giuggioli,GB,110,2011,18
A5028133598,Jonathan R. Potts,GB,76,2011,18
A5038947564,Daniel I. Rubenstein,US,373,2006,18
A5003550654,Xingpeng Jiang,CN,47,2012,18
A5033443782,Marie A. Elliot,CA,47,2012,18
A5059066311,Jonathan A. Eisen,US,47,2012,18
A5061354858,Morgan G. I. Langille,CA,47,2012,18
A5064104059,Russell Y. Neches,US,47,2012,18
A5071349842,Kaiping Chen,US,277,2017,1
A5008391466,Astrid Dannenberg,DE,620,2011,18
A5057777439,Marcel Lumkowsky,DE,27,2021,4
A5001694053,Donald K. Milton,US,26,2021,17
A5027368648,Luojun Yang,MG,20,2022,4
A5007875216,Alex Berke,US,122,2020,3
A5014640639,Kent Larson,US,297,1999,3
A5035769053,Ronan Doorley,US,86,2018,3
A5029294781,Scott Ferson,GB,82,2000,18
A5001266193,Helene C. Muller‐Landau,US,2173,2000,18
A5029606359,Jianguo Wu,CN,70,1997,18
A5113972329,Michael L. Cain,US,530,2003,18
A5041699958,L. López-Dı́az,ES,146,2002,23
A5077777868,L. Torres,MX,146,2002,23
A5013670839,Thomas M. Powell,US,342,1984,18
A5078801706,Charles A. Stock,US,57,2007,18
A5039299686,Henri Schurz,US,53,2007,23
A5056168112,Heather M. Leslie,US,115,2003,18
A5013952375,Joel J. Sohn,US,50,1980,46
A5034524501,Klaus D. Kallman,US,50,1980,46
A5041089620,Ross Johnston,US,50,1980,46
A5082225222,Steven Hecht Orzack,US,713,1980,46
A5020270129,Tommaso Lorenzi,IT,39,2014,18
A5005483577,Reinhard Selten,DE,3128,1962,37
A5015426804,Sebastian J. Goerg,DE,65,2011,37
A5037556935,Alex Frid,IL,38,2013,37
A5052809776,Ilan Fischer,IL,865,1997,37
A5035582589,Emmanuel Schertzer,AT,35,2016,18
A5052385852,Jaideep Joshi,JP,47,2017,18
A5061597162,Vishwesha Guttal,IN,137,2011,18
A5001765277,Romain Feron,CH,73,2015,11
A5000229744,Eric Fernandes de Mello Araújo,BR,31,2019,42
A5004164861,Thabo J. van Woudenberg,NL,288,2015,42
A5024110681,William J. Burk,NL,1235,2007,42
A5035909713,Moniek Buijzen,NL,2910,2000,42
A5046226201,Bojan Simoski,NL,31,2019,42
A5057930089,Laura Buijs,NL,259,2016,42
A5064858077,Crystal R. Smit,NL,298,2016,42
A5079841668,Kirsten E. Bevelander,NL,391,2016,42
A5086132016,Michel Klein,US,80,2004,42
A5002723662,Sabrina Gaito,IT,140,2016,14
A5006125158,Hocine Cherifi,FR,53,2019,14
A5065682719,Luís M. Rocha,US,236,1998,14
A5101068519,José Fernendo Mendes,PT,30,2019,14
A5039063597,Hartmut Weßler,DE,71,2010,42
A5052391202,Scott L. Althaus,US,58,2020,42
A5058382953,Kasper Welbers,NL,936,2011,42
A5063976924,Joseph Bajjalieh,US,47,2020,42
A5083395792,Wouter van Atteveldt,NL,1019,2014,42
A5084679416,Marc Jungblut,DE,72,2020,42
A5001260567,Ryan M. Steinberg,US,48,2013,12
A5004100817,Lauren A. Maggio,US,83,2013,12
A5008862123,John Willinsky,US,119,2013,12
A5071586190,Tiziano Piccardi,US,53,2018,12
A5032926589,Zbigniew Smoreda,FR,2325,2008,10
A5057196170,Marco Fiore,ES,363,2015,10
A5059416594,Marco Gramaglia,ES,311,2015,10
A5072498572,Iñaki Ucar,ES,23,2021,10
A5005813408,Jeroen Vloothuis,Unknown,16,2022,42
A5015319043,Adriënne M. Mendrik,NL,16,2022,42
A5025790809,Roos Voorvaart,NL,16,2022,42
A5038616675,Haili Hu,CN,16,2022,42
A5054777179,Emiel van der Veen,Unknown,16,2022,42
A5021063042,Benjamin M. Bolker,CA,3326,1993,18
A5038881841,Pierre Mazzéga,GB,75,2001,18
A5021345315,Kirk A. Moloney,US,59,1992,18
A5026488664,Linda Buttel,US,93,1992,18
A5077537844,Nona R. Chiariello,US,145,1992,18
A5111434860,Wenzhang Huang,US,627,1989,10
A5113860684,Kenneth L. Cooke,US,260,1989,10
A5008478183,Andrew R. Tilman,US,250,2016,18
A5067726453,James R. Watson,US,422,2009,18
A5017193951,Arturo Canales,ES,31,2017,23
A5059217112,Henry Navarro,ES,31,2017,23
A5017700623,Rinaldo Kühne,NL,583,2018,42
A5033471397,Susanne E. Baumgartner,NL,917,2010,42
A5037694810,Jochen Peter,NL,11661,2005,42
A5007149331,Edward W. Tekwa,CA,27,2018,18
A5007282319,Talal Rahwan,AE,1675,2009,23
A5011107678,Kai Zhou,HK,48,2019,23
A5025396810,Tomasz Michalak,PL,1176,2008,23
A5038669899,Yevgeniy Vorobeychik,US,1087,2004,23
A5053311835,Marcin Waniek,PL,240,2018,23
A5070117669,Judith Moeller,DE,624,2013,42
A5002834303,Martin Homer,GB,14,2022,18
A5011050124,Fanqi Zeng,GB,14,2022,18
A5036614949,Ashkaan K. Fahimipour,US,14,2022,18
A5041250586,Arne Traulsen,DE,7392,2005,5
A5062591661,Daniel B. Cooney,US,50,2016,18
A5081171729,Pawel Romanczuk,DE,425,2008,4
A5111780123,Donald Ludwig,CA,134,1991,14
A5029825229,Jaime Cisternas,BO,49,2004,18
A5036566464,Ioannis G. Kevrekidis,US,484,2003,18
A5049718798,C. W. Gear,US,386,2003,18
A5011271066,Marco A. Janssen,US,7438,1999,0
A5037654261,Akiko Satake,JP,156,2002,5
A5010091855,David Ward,US,365,2000,18
A5017549860,David Saltz,IL,2574,2007,18
A5025437650,Kerstin Wiegand,DE,365,2000,18
A5004857861,Jingjing Yin,CN,172,2017,42
A5017363721,Hai Liang,HK,473,2016,42
A5062336371,Zhaochong Liu,US,26,2017,42
A5035174955,Michele Catasta,US,397,2014,12
A5037525426,Leila Zia,US,222,2016,12
A5056296020,Flávio L. Pinheiro,PT,484,2009,5
A5016698223,Andrew K. Carlson,US,19,2021,18
A5057133538,Talia Young,US,172,2018,18
A5090938987,Chadi M. Saad-Roy,US,41,2021,18
A5110014906,C. Jessica E. Metcalf,US,1572,2009,18
A5020556428,Loretta Auvil,US,127,2007,42
A5036763423,Cynthia Baur,US,18,2021,17
A5081721785,Devlon N. Jackson,US,145,2016,17
A5051721566,Timon McPhearson,US,1505,2014,18
A5026265828,Pau Fernández,ES,31,2008,18
A5048678154,M. G. E. da Luz,BR,47,2008,18
A5084872450,Jordi Catalán,ES,474,2002,18
A5016094459,Erol Akçay,US,359,2009,18
A5060609387,Adam Meirowitz,US,233,2008,18
A5086915398,Kristopher W. Ramsay,US,140,2008,18
A5016642516,Claire Love,US,25,2012,18
A5035662799,Knut Haanæs,CH,154,2012,18
A5044868467,Feng Shi,CN,577,2009,5
A5050313397,Nishant Malik,US,34,2016,5
A5054890347,Peter J. Mucha,US,3689,2005,5
A5063860981,Chai Molina,US,19,2020,18
A5077785558,Ulf Dieckmann,JP,738,2008,18
A5008551833,Derek Ouyang,US,15,2021,12
A5057438082,Alexandra Chouldechova,US,305,2017,12
A5057845767,Amanda Coston,US,114,2020,12
A5084572222,Lisa Lu,US,15,2021,12
A5018977438,A. Carla Staver,US,15,2021,18
A5038523871,Denis Patterson,GB,30,2020,18
A5100346147,Jin Wang,CN,92,2012,18
A5100620430,Li Xu,TW,92,2012,18
A5044769870,Paul G. Risser,US,36,1991,18
A5000795098,Adi Livnat,IL,282,2005,12
A5028348325,Christiane Grill,AT,16,2020,42
A5022506941,Steven A. Orszag,US,39,1999,18
A5029765809,Amar Gandhi,US,39,1999,18
A5083884994,Eric Post,US,83,2001,18
A5027725400,Jinhu Lü,CN,1036,2004,49
A5057291230,Jing Liu,CN,23,2008,18
A5007317219,Adrian J. de Froment,US,17,2014,18
A5103148202,Daniel I. Rubenstein,US,17,2014,18
A5047082746,Avinash Dixit,US,37,2014,17
A5016783900,Cassius Siu-lun Chow,HK,16,2019,42
A5112460175,Jochen Peter,NL,16,2019,42
A5008225248,Jonathan Touboul,US,15,2020,18
A5041765010,Carla Staver,US,15,2020,18
A5062644187,I.G. Kevrekidis,US,114,2009,18
A5066173951,Michael Raghib,AU,76,2010,18
A5026028890,Lou Kondic,US,14,2015,23
A5029186501,Rodolfo Cuerno,ES,491,2002,23
A5063958779,S. Nesic,ES,14,2015,23
A5034179051,Omer F. Yalcin,US,13,2020,17
A5058367771,Samuel E. Bestvater,US,45,2020,17
A5086226960,Burt L. Monroe,US,892,1995,17
A5090090567,Bruce Desmarais,US,773,2011,17
A5101972123,Sangyeon Kim,US,13,2020,17
A5007620149,Emmanuel Dupoux,FR,1007,2008,0
A5031334559,Maureen de Seyssel,FR,99,2020,0
A5042831132,Alejandrina Cristià,FR,1000,2011,0
A5057205161,Marvin Lavechin,FR,214,2020,0
A5061836283,Lucas Gautheron,DE,24,2021,0
A5015277100,Katherine McCabe,US,85,2012,17
A5037794042,Tiago Ventura,US,12,2021,17
A5077183666,Keng-Chi Chang,US,44,2021,17
A5047289699,Mark Boukes,NL,372,2011,42
A5097254862,Roland Waldst�tter,Unknown,27,1994,18
A5109209248,Catherine A. Macken,NZ,382,1989,18
A5004759379,Haitao Niu,SG,13,2018,51
A5027083714,Muhammad Furqan Khurshid,DE,13,2018,51
A5075758444,Usman Ali,CN,13,2018,51
A5108467102,Amir Abbas,PK,13,2018,51
A5017194047,Robert O. Keohane,GB,582,1995,17
A5070381268,Eörs Szathmáry,US,178,2009,52
A5087384117,Jan M. Nordbotten,NO,22,2018,18
A5083078108,Kenrie P. Y. Hui,HK,31,1994,42
A5019749834,Jinzhi Wang,US,14,2004,42
A5100784043,Ji‐Feng Zhang,CN,106,1995,42
A5003670054,David C. Sherrington,US,181,1999,23
A5034908857,Juan P. Garrahan,GB,181,1999,23
A5000447323,Marieke Rohde,DE,929,2011,53
A5034468528,Massimiliano Di Luca,GB,1807,2002,53
A5065382337,Marc O. Ernst,DE,1684,2005,53
A5021570361,Chaz Firestone,US,128,2021,52
A5042355795,Matthew Groh,US,376,2015,52
A5087366916,Rosalind W. Picard,US,5229,1996,52
A5083444453,Nathaniel Sirlin,US,98,2021,5
A5012994685,R. Chris Miall,GB,463,1995,53
A5020052399,Poppy Aves,GB,55,2022,53
A5025241331,Diar Abdlkarim,GB,55,2022,53
A5068317251,Mohamed Maâroufi,MA,38,2023,53
A5073168232,Joseph M. Galea,GB,641,2006,53
A5076926739,Peter Holland,US,38,2023,53
A5077614137,Sang-Hoon Yeo,GB,55,2022,53
A5071161877,Tonja Machulla,DE,259,2009,53
A5000212566,Qihong Wang,CN,121,2016,54
A5004989049,Yasha Karimi,US,99,2019,54
A5032746121,Adam Khalifa,US,99,2019,54
A5037936459,Ralph Etienne‐Cummings,US,235,2007,54
A5049544106,Milutin Stanaćević,US,99,2019,54
A5059009305,Adebayo Eisape,US,99,2019,54
A5088964967,Nitish V. Thakor,US,373,2004,54
A5100384245,Zhenan Bao,US,99,2019,54
A5100385834,Yuxin Liu,SG,99,2019,54
A5049634702,Sydney Levine,US,344,2015,0
A5054913386,Adam J. Berinsky,US,6280,2006,5
A5051795176,Davide Deflorio,GB,37,2022,53
A5078628299,Alan M. Wing,GB,787,1990,53
A5010111782,Andreas Timm‐Giel,DE,237,2007,10
A5018129441,Yasir Zaki,AE,114,2011,10
A5089617673,Carmelita Görg,DE,128,2011,10
A5113503467,Thushara Weerawardane,LK,114,2011,10
A5019042403,Roberta L. Klatzky,US,318,2003,53
A5029082546,M. Kuschel,DE,90,2010,53
A5081223790,Martin Buss,DE,280,2005,53
A5011344106,Alanna Peebles,US,126,2015,1
A5022229311,James Alex Bonus,US,199,2015,1
A5068599892,Marie‐Louise Mares,US,164,2015,1
A5109319776,Irene G. Sarmiento,US,81,2017,1
A5075527094,Luca Verginer,CH,115,2020,10
A5082803450,Massimo Riccaboni,IT,3089,1997,10
A5024535380,Lorraine Lin,TW,233,2016,53
A5025756610,Sophie Jörg,DE,354,2012,53
A5026848084,Andrew Robb,US,54,2019,53
A5034108921,Aline Normoyle,US,180,2012,53
A5043416150,Alexandra Adkins,US,54,2019,53
A5070709298,Yuting Ye,CN,106,2019,53
A5101791346,Yu Sun,CN,90,2019,53
A5001313457,Guangxuan Xu,US,76,2021,55
A5023339675,Ruibo Liu,CN,121,2021,55
A5034362571,Chenyan Jia,US,134,2021,55
A5035399743,Soroush Vosoughi,US,8141,2008,55
A5078446912,Jason Wei,DK,642,2020,55
