document_id,title,rapporteurs,shadow_rapporteurs,summary_link
2023/2124(INI),EU Action Plan: protecting and restoring marine ecosystems for sustainable and resilient fisheries,HERBST Niclas (EPP),"BARTOLO Pietro (S&D), CHRISTENSEN Asger (Renew), ROOSE Caroline (Greens/EFA), RUISSEN Bert-Jan (ECR), CONTE Rosanna (ID), HAZEKAMP Anja (The Left)",
2023/2049(INI),Implementation of the Common Market Organisation (CMO) Regulation in fisheries and aquaculture - Regulation (EU) 1379/2013,BILBAO BARANDICA Izaskun (Renew),"MONTEIRO DE AGUIAR Cláudia (EPP), AGUILERA Clara (S&D), MIRANDA PAZ Ana (Greens/EFA), PIMENTA LOPES João (The Left)",
2023/2030(INI),The implementation of Council Regulation (EC) No 1100/2007 establishing measures for the recovery of the stock of European eel,RUISSEN Bert-Jan (ECR),"SCHREIJER-PIERIK Annie (EPP), CHRISTENSEN Asger (Renew), KELLER Ska (Greens/EFA), PIMENTA LOPES João (The Left)",
2023/2027(INI),Impact of Illegal Fishing on Food Security: the role of the European Union,MELO Nuno (EPP),"MATIĆ Predrag Fred (S&D), KARLESKIND Pierre (Renew), O'SULLIVAN Grace (Greens/EFA), STANCANELLI Raffaele (ECR), TARDINO Annalisa (ID), PIMENTA LOPES João (The Left)",
2022/2148(INI),The implications of Chinese fishing operations on EU fisheries and the way forward,KARLESKIND Pierre (Renew),"MILLÁN MON Francisco José (EPP), MEBAREK Nora (S&D), GUERREIRO Francisco (Greens/EFA), STANCANELLI Raffaele (ECR), CASANOVA Massimo (ID), PIMENTA LOPES João (The Left)",
2022/2003(INI),Co-management of fisheries in the EU and the contribution of the fisheries sector for the implementation of management measures,AGUILERA Clara (S&D),"MONTEIRO DE AGUIAR Cláudia (EPP), YON-COURTIN Stéphanie (Renew), O'SULLIVAN Grace (Greens/EFA), STANCANELLI Raffaele (ECR), TARDINO Annalisa (ID)",
2021/2189(INI),Striving for a sustainable and competitive EU aquaculture: the way forward,AGUILERA Clara (S&D),"BELLAMY François-Xavier (EPP), HLAVÁČEK Martin (Renew), D'AMATO Rosa (Greens/EFA), ILČIĆ Ladislav (ECR), CONTE Rosanna (ID), HAZEKAMP Anja (The Left)",
2021/2188(INI),Toward a sustainable blue economy in the EU: the role of the fisheries and aquaculture sectors,CARVALHAIS Isabel (S&D),"MONTEIRO DE AGUIAR Cláudia (EPP), KARLESKIND Pierre (Renew), O'SULLIVAN Grace (Greens/EFA), ILČIĆ Ladislav (ECR), TARDINO Annalisa (ID), KOKKALIS Petros (The Left)",
2021/2169(INI),The state of play in the implementation of the Common Fisheries Policy and future perspectives,MATO Gabriel (EPP),"AVRAM Carmen (S&D), KARLESKIND Pierre (Renew), KELLER Ska (Greens/EFA), RUISSEN Bert-Jan (ECR), TARDINO Annalisa (ID), PIMENTA LOPES João (The Left)",
2021/2168(INI),The implementation of Article 17 of the Common Fisheries Policy Regulation,ROOSE Caroline (Greens/EFA),"VAN DALEN Peter (EPP), BARTOLO Pietro (S&D), BILBAO BARANDICA Izaskun (Renew), RUISSEN Bert-Jan (ECR), PIMENTA LOPES João (The Left)",
2021/2056(INI),Small-scale fisheries situation in the EU and future perspectives,PIMENTA LOPES João (The Left),"MONTEIRO DE AGUIAR Cláudia (EPP), BARTOLO Pietro (S&D), KARLESKIND Pierre (Renew), D'AMATO Rosa (Greens/EFA), ILČIĆ Ladislav (ECR), CONTE Rosanna (ID)",
2021/2016(INI),"The future of fisheries in the Channel, North Sea, Irish Sea and Atlantic Ocean in the light of the UK's withdrawal from the EU",PIZARRO Manuel (S&D),"MILLÁN MON Francisco José (EPP), HUITEMA Jan (Renew), ROOSE Caroline (Greens/EFA), RUISSEN Bert-Jan (ECR), JAMET France (ID), PIMENTA LOPES João (The Left)",
2019/2178(INI),Rebuilding fish stocks in the Mediterranean Sea: assessment and next steps,STANCANELLI Raffaele (ECR),"MATIĆ Predrag Fred (S&D), BILBAO BARANDICA Izaskun (Renew), ROOSE Caroline (Greens/EFA), MILAZZO Giuseppe (ECR), JAMET France (ID)",
2019/2177(INI),Securing the objectives of the landing obligation under Article 15 of the Common Fisheries Policy,GADE Søren (Renew),"MONTEIRO DE AGUIAR Cláudia (EPP), GONZÁLEZ CASARES Nicolás (S&D), KELLER Ska (Greens/EFA), RUISSEN Bert-Jan (ECR), JAMET France (ID), FERREIRA João (GUE/NGL)",
2019/2162(INI),"More fish in the seas? Measures to promote stock recovery above the Maximum Sustainable Yield (MSY), including fish recovery areas and marine protected areas",ROOSE Caroline (Greens/EFA),"BELLAMY François-Xavier (EPP), CARVALHAIS Isabel (S&D), KARLESKIND Pierre (Renew), RUISSEN Bert-Jan (ECR), FERREIRA João (GUE/NGL)",
2019/2161(INI),Fishers for the future: Attracting a new generation of labour to the fishing industry and generating employment in coastal communities,PIZARRO Manuel (S&D),"MELO Nuno (EPP), BILBAO BARANDICA Izaskun (Renew), ROOSE Caroline (Greens/EFA), ILČIĆ Ladislav (ECR), TARDINO Annalisa (ID)",
2019/2160(INI),The impact on fisheries of marine litter,CHABAUD Catherine (Renew),"MONTEIRO DE AGUIAR Cláudia (EPP), BARTOLO Pietro (S&D), GUERREIRO Francisco (Greens/EFA), STANCANELLI Raffaele (ECR), CONTE Rosanna (ID), HAZEKAMP Anja (GUE/NGL)",
2019/2159(INI),Challenges and opportunities for the fishing sector in the Black Sea,HRISTOV Ivo (S&D),"HERBST Niclas (EPP), KARLESKIND Pierre (Renew), BITEAU Benoît (Greens/EFA), TOMAŠIĆ Ruža (ECR), HAZEKAMP Anja (GUE/NGL)",
2019/2158(INI),The impact on the fishing sector of offshore windfarms and other renewable energy systems,VAN DALEN Peter (EPP),"FERRANDINO Giuseppe (S&D), GADE Søren (Renew), O'SULLIVAN Grace (Greens/EFA), RUISSEN Bert-Jan (ECR), GRANT Valentino (ID)",
